machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
7970,0.33,38.26,218.75,63.19,1.73,4
7971,0.3,56.41,198.5,53.18,1.71,1
7972,0.32,51.57,193.76,60.42,1.72,3
7973,0.14,96.17,198.15,65.25,1.72,1
7974,0.3,72.04,195.8,65.4,1.74,3
7975,0.14,48.01,184.69,47.72,1.84,5
7976,0.13,43.45,194.23,60.08,1.76,0
7977,0.42,34.01,202.79,59.01,1.72,4
7978,0.1,31.08,199.97,49.94,1.77,4
7979,0.32,76.08,187.94,50.54,1.77,3
7980,0.44,55.35,198.77,54.97,1.78,3
7981,0.41,55.63,207.89,64.14,1.76,5
7982,0.45,55.92,203.79,68.98,1.78,0
7983,0.46,86.8,202.16,58.09,1.77,1
7984,0.45,45.07,213.31,74.56,1.71,0
7985,0.22,80.11,219.59,58.79,1.73,5
7986,0.27,98.62,209.93,65.52,1.74,2
7987,0.37,79.98,185.04,57.64,1.77,4
7988,0.24,50.96,186.01,55.84,1.79,1
7989,0.25,61.81,195.05,61.4,1.76,1
7990,0.48,42.93,208.93,61.52,1.73,4
7991,0.31,83.52,209.76,66.17,1.71,2
7992,0.47,58.26,184.25,60.85,1.75,3
7993,0.34,92.21,197.9,53.89,1.68,4
7994,0.46,70.06,196.02,61.22,1.71,1
7995,0.38,54.65,185.99,65.26,1.81,1
7996,0.15,41.81,182.52,61.56,1.69,4
7997,0.2,33.65,197.71,52.47,1.72,1
7998,0.45,98.44,205.98,61.21,1.73,0
7999,0.31,31.27,209.08,59.2,1.88,0
8000,0.17,78.18,187.28,59.84,1.74,5
8001,0.13,92.57,202.16,61.57,1.94,2
8002,0.35,49.36,200.81,62.07,1.68,5
8003,0.12,60.44,181.0,61.35,1.79,2
8004,0.23,85.46,203.8,53.36,1.79,0
8005,0.28,57.08,196.57,51.3,1.72,3
8006,0.29,61.56,203.61,61.06,1.84,0
8007,0.13,70.04,198.33,59.74,1.75,2
8008,0.37,85.15,192.21,57.32,1.86,4
8009,0.45,78.06,180.04,63.71,1.76,3
8010,0.4,74.58,204.77,57.83,1.76,5
8011,0.27,36.12,193.61,62.47,1.78,2
8012,0.29,87.63,193.97,60.83,1.64,1
8013,0.17,75.27,195.68,59.92,1.71,4
8014,0.36,31.41,206.88,66.45,1.73,0
8015,0.27,81.41,210.68,57.89,1.71,4
8016,0.11,43.05,216.72,63.86,1.8,4
8017,0.37,88.45,202.44,64.82,1.73,2
8018,0.22,31.38,205.17,67.21,1.68,3
8019,0.35,79.69,204.34,59.85,1.77,5
8020,0.43,32.15,211.21,55.69,1.71,3
8021,0.12,67.15,192.26,53.33,1.65,4
8022,0.46,60.64,197.9,58.48,1.76,5
8023,0.29,31.44,181.17,55.27,1.72,5
8024,0.16,42.87,198.86,57.82,1.75,3
8025,0.34,90.97,183.67,56.65,1.69,2
8026,0.3,78.83,181.46,62.2,1.74,5
8027,0.42,84.74,192.54,64.9,1.83,5
8028,0.34,36.5,199.87,54.11,1.67,1
8029,0.48,50.05,178.46,53.49,1.69,2
8030,0.44,79.32,183.57,60.07,1.75,4
8031,0.28,44.06,203.02,59.56,1.72,3
8032,0.12,84.33,206.34,57.25,1.8,2
8033,0.33,44.85,197.18,59.18,1.79,0
8034,0.37,93.65,207.64,54.76,1.76,1
8035,0.24,39.18,210.83,47.81,1.66,3
8036,0.36,47.5,199.07,53.47,1.7,2
8037,0.45,42.96,196.69,58.1,1.76,4
8038,0.22,61.12,208.07,59.74,1.64,1
8039,0.18,65.75,203.72,64.2,1.78,3
8040,0.47,38.78,198.43,51.3,1.69,3
8041,0.46,90.14,212.81,55.79,1.76,3
8042,0.2,44.89,197.31,71.43,1.73,0
8043,0.38,59.68,209.28,61.73,1.77,3
8044,0.43,43.45,200.23,56.7,1.72,3
8045,0.18,91.26,221.13,54.97,1.8,0
8046,0.39,40.06,207.95,62.13,1.71,1
8047,0.11,91.76,208.87,59.59,1.63,0
8048,0.27,90.55,201.58,50.5,1.74,0
8049,0.39,58.01,200.91,61.16,1.74,2
8050,0.24,95.96,205.28,52.84,1.82,0
8051,0.42,69.23,211.69,64.89,1.81,2
8052,0.27,55.64,206.19,57.96,1.76,5
8053,0.42,63.7,207.12,58.23,1.72,1
8054,0.31,95.06,198.61,55.55,1.77,0
8055,0.23,96.78,183.25,57.78,1.72,0
8056,0.32,75.08,200.35,60.55,1.84,1
8057,0.48,80.68,198.94,60.93,1.77,4
8058,0.31,57.93,182.65,57.64,1.82,3
8059,0.42,54.38,203.99,54.29,1.75,1
8060,0.17,95.05,195.06,62.54,1.81,0
8061,0.49,71.17,189.84,58.34,1.83,5
8062,0.2,31.78,209.27,60.53,1.68,2
8063,0.4,88.37,199.28,61.29,1.76,4
8064,0.17,62.14,222.77,61.44,1.59,2
8065,0.37,83.06,207.7,57.23,1.73,2
8066,0.28,35.11,205.86,69.7,1.75,4
8067,0.17,45.04,212.14,63.62,1.63,4
8068,0.49,75.13,212.54,59.95,1.68,1
8069,0.22,62.47,205.38,59.21,1.75,2
8070,0.11,75.34,201.71,66.06,1.71,0
8071,0.28,37.03,197.22,63.63,1.75,3
8072,0.32,76.08,205.21,61.62,1.78,1
8073,0.1,31.75,209.73,58.73,1.66,2
8074,0.31,91.5,217.81,57.72,1.69,2
8075,0.5,66.02,198.4,63.97,1.75,2
8076,0.16,86.35,192.5,57.22,1.72,5
8077,0.32,50.22,200.48,69.21,1.73,5
8078,0.33,68.85,206.46,60.76,1.77,0
8079,0.14,84.32,199.1,58.56,1.76,1
8080,0.24,49.16,205.48,61.46,1.75,3
8081,0.42,39.1,198.23,57.45,1.77,5
8082,0.41,31.56,217.43,55.66,1.74,5
8083,0.24,38.88,201.74,60.96,1.76,5
8084,0.44,64.65,192.42,70.64,1.77,3
8085,0.39,86.31,201.53,56.09,1.68,5
8086,0.48,53.32,190.76,56.43,1.77,1
8087,0.5,52.92,201.93,52.03,1.78,3
8088,0.18,93.4,191.37,53.34,1.77,3
8089,0.3,98.67,201.42,62.07,1.82,3
8090,0.39,91.62,199.8,53.1,1.68,0
8091,0.3,93.89,204.06,64.05,1.7,2
8092,0.3,63.85,196.63,68.72,1.7,2
8093,0.35,40.7,212.38,59.88,1.79,1
8094,0.41,70.2,190.36,61.07,1.73,4
8095,0.33,48.53,212.93,58.42,1.76,0
8096,0.27,84.87,189.65,64.57,1.75,2
8097,0.27,53.07,213.27,53.42,1.74,4
8098,0.29,65.99,186.98,67.4,1.8,2
8099,0.18,56.73,192.35,60.82,1.73,2
8100,0.44,57.42,190.46,62.53,1.79,1
8101,0.22,31.86,198.34,61.8,1.76,0
8102,0.38,30.72,198.7,56.67,1.74,2
8103,0.37,90.48,200.7,56.62,1.73,5
8104,0.48,47.81,204.34,57.26,1.73,5
8105,0.48,92.76,206.38,54.9,1.67,3
8106,0.5,34.39,190.33,67.45,1.66,4
8107,0.19,88.49,200.7,59.33,1.74,3
8108,0.18,87.64,204.05,56.54,1.77,3
8109,0.36,39.83,191.07,64.42,1.7,2
8110,0.42,96.09,209.74,66.81,1.74,2
8111,0.23,84.62,212.89,58.27,1.74,1
8112,0.32,80.6,197.06,58.93,1.74,2
8113,0.13,94.74,197.52,54.04,1.71,2
8114,0.11,44.41,198.1,60.69,1.74,1
8115,0.41,99.56,201.67,62.01,1.71,1
8116,0.24,55.55,200.41,60.23,1.79,2
8117,0.11,98.06,176.42,53.81,1.72,1
8118,0.11,81.0,207.24,52.67,1.8,1
8119,0.32,73.36,196.09,61.24,1.76,0
8120,0.19,47.92,205.2,57.63,1.78,2
8121,0.18,59.65,189.08,65.31,1.7,5
8122,0.42,49.76,203.44,59.01,1.82,5
8123,0.19,39.32,190.93,52.16,1.7,1
8124,0.13,82.12,208.67,55.58,1.7,0
8125,0.29,70.15,189.8,59.81,1.72,5
8126,0.32,67.56,169.68,64.13,1.71,0
8127,0.24,99.67,196.62,65.7,1.8,4
8128,0.19,82.31,208.91,61.71,1.74,3
8129,0.3,77.4,195.32,58.31,1.8,0
8130,0.11,69.72,196.32,56.92,1.73,0
8131,0.34,47.96,198.05,61.01,1.76,1
8132,0.22,37.03,213.06,54.85,1.73,3
8133,0.41,62.3,191.23,75.73,1.77,2
8134,0.23,81.84,186.44,64.11,1.72,4
8135,0.21,97.99,220.69,59.09,1.79,5
8136,0.11,54.77,207.45,59.83,1.72,4
8137,0.19,36.61,204.73,66.93,1.74,3
8138,0.49,41.09,183.51,46.29,1.72,4
8139,0.36,65.54,195.74,68.06,1.81,2
8140,0.46,54.69,204.63,49.4,1.83,0
8141,0.47,80.34,202.46,56.79,1.75,1
8142,0.16,96.47,193.02,66.48,1.71,0
8143,0.32,48.86,189.58,62.41,1.67,5
8144,0.27,51.52,204.59,70.01,1.74,1
8145,0.43,59.01,199.56,64.04,1.76,2
8146,0.35,30.84,197.31,61.68,1.73,3
8147,0.43,91.17,223.07,66.57,1.74,1
8148,0.42,54.67,199.56,59.26,1.81,2
8149,0.44,82.57,213.99,61.22,1.86,1
8150,0.46,90.37,207.17,64.27,1.74,4
8151,0.24,52.53,204.96,58.36,1.72,4
8152,0.25,79.84,188.18,56.24,1.77,2
8153,0.41,88.18,194.73,56.24,1.85,2
8154,0.48,50.88,212.66,59.35,1.8,2
8155,0.16,84.36,201.68,48.66,1.79,4
8156,0.24,46.1,186.02,55.39,1.74,0
8157,0.42,96.42,212.81,52.96,1.79,1
8158,0.32,70.83,187.19,56.1,1.7,2
8159,0.49,88.99,215.18,57.78,1.86,0
8160,0.13,32.66,204.03,50.71,1.72,5
8161,0.13,45.46,195.48,61.15,1.82,4
8162,0.44,81.65,210.06,65.48,1.73,1
8163,0.23,40.48,205.86,67.94,1.74,2
8164,0.14,42.52,183.68,65.17,1.76,1
8165,0.34,83.25,204.52,54.52,1.73,1
8166,0.29,69.08,208.74,58.97,1.83,0
8167,0.21,75.27,199.48,65.71,1.82,0
8168,0.49,50.59,193.0,60.23,1.81,5
8169,0.36,44.34,191.85,66.85,1.75,2
8170,0.21,83.02,193.13,62.73,1.71,1
8171,0.13,86.81,204.59,50.37,1.79,2
8172,0.1,58.54,202.88,56.03,1.75,4
8173,0.34,50.05,221.86,55.96,1.84,5
8174,0.2,81.94,195.8,62.48,1.7,0
8175,0.35,64.53,193.05,59.89,1.76,4
8176,0.41,36.61,216.7,65.62,1.7,0
8177,0.4,73.08,215.62,63.35,1.67,1
8178,0.38,56.99,196.0,62.13,1.77,1
8179,0.34,45.69,202.2,58.49,1.73,0
8180,0.46,63.97,188.24,52.41,1.63,3
8181,0.36,81.67,207.28,64.97,1.72,3
8182,0.17,60.38,192.03,63.98,1.75,0
8183,0.37,52.85,209.33,57.3,1.77,4
8184,0.36,32.75,188.05,59.31,1.75,3
8185,0.17,53.21,192.71,66.23,1.77,1
8186,0.42,60.79,201.55,57.91,1.8,4
8187,0.2,52.63,199.38,62.12,1.73,3
8188,0.4,39.91,198.68,59.96,1.73,4
8189,0.44,47.82,198.88,60.24,1.71,4
8190,0.43,44.24,192.99,63.15,1.76,1
8191,0.44,41.93,200.44,73.27,1.73,4
8192,0.34,59.48,186.29,51.69,1.78,1
8193,0.41,64.13,195.29,66.83,1.7,4
8194,0.23,88.12,212.9,52.58,1.76,3
8195,0.46,67.93,187.79,62.98,1.78,1
8196,0.44,50.24,188.61,61.26,1.67,2
8197,0.48,73.1,197.41,55.52,1.74,2
8198,0.19,53.15,198.86,66.84,1.84,0
8199,0.26,32.32,210.0,60.7,1.77,3
8200,0.14,67.55,195.08,58.56,1.77,1
8201,0.26,33.59,212.1,56.05,1.74,4
8202,0.48,59.65,200.28,58.36,1.75,0
8203,0.11,58.56,195.2,59.07,1.85,3
8204,0.3,95.18,209.22,55.6,1.78,5
8205,0.27,58.19,195.19,59.4,1.87,4
8206,0.35,54.37,184.05,59.0,1.78,0
8207,0.11,93.67,200.84,58.14,1.77,4
8208,0.32,83.02,197.99,63.74,1.83,3
8209,0.45,84.36,197.68,55.36,1.74,0
8210,0.39,79.4,197.79,53.61,1.74,2
8211,0.26,91.93,193.18,62.07,1.78,2
8212,0.13,86.4,199.01,58.41,1.66,0
8213,0.15,66.73,195.93,57.83,1.72,3
8214,0.2,83.7,203.24,62.97,1.7,5
8215,0.16,42.46,209.62,60.35,1.73,3
8216,0.43,72.43,188.32,58.82,1.77,2
8217,0.46,82.63,210.15,59.1,1.77,4
8218,0.1,87.54,195.42,59.7,1.78,0
8219,0.32,34.57,212.22,58.17,1.75,3
8220,0.16,68.44,206.04,60.04,1.78,5
8221,0.35,85.07,207.05,58.55,1.75,3
8222,0.11,67.66,189.9,63.53,1.69,2
8223,0.43,43.05,201.19,58.37,1.71,2
8224,0.43,92.64,201.82,52.77,1.78,2
8225,0.45,80.27,202.48,57.65,1.71,4
8226,0.44,44.52,192.81,61.54,1.79,0
8227,0.27,95.51,203.15,65.78,1.69,2
8228,0.15,43.31,216.4,58.46,1.72,2
8229,0.19,80.01,200.98,61.93,1.72,2
8230,0.25,31.44,210.24,60.82,1.82,2
8231,0.26,33.05,197.89,56.83,1.78,5
8232,0.24,56.64,183.7,60.11,1.78,1
8233,0.41,99.08,198.32,57.02,1.77,3
8234,0.18,44.4,207.86,58.45,1.81,5
8235,0.39,36.89,214.35,60.4,1.68,0
8236,0.14,99.89,202.2,50.85,1.71,0
8237,0.28,45.68,208.13,62.68,1.78,3
8238,0.13,87.78,191.01,53.54,1.72,3
8239,0.48,45.56,198.81,63.89,1.79,4
8240,0.29,34.15,203.88,60.28,1.83,2
8241,0.31,36.38,203.19,53.37,1.8,2
8242,0.17,82.85,182.23,66.23,1.72,0
8243,0.33,54.71,187.49,63.74,1.69,2
8244,0.36,35.45,199.14,65.86,1.7,2
8245,0.25,83.95,210.02,60.66,1.7,3
8246,0.31,77.62,198.92,61.04,1.73,0
8247,0.26,66.37,187.63,63.47,1.76,4
8248,0.19,80.3,197.11,65.46,1.8,5
8249,0.12,55.78,186.46,63.61,1.67,5
8250,0.42,92.3,202.15,56.15,1.66,0
8251,0.3,36.47,223.64,62.88,1.8,3
8252,0.13,55.52,201.63,67.34,1.78,1
8253,0.24,45.31,202.94,57.65,1.81,4
8254,0.13,67.8,203.03,58.38,1.64,4
8255,0.11,55.36,201.03,54.83,1.8,1
8256,0.33,41.07,195.46,63.69,1.74,3
8257,0.46,83.81,188.77,58.54,1.75,5
8258,0.32,38.44,209.91,58.82,1.73,1
8259,0.24,87.82,199.33,54.7,1.76,4
8260,0.37,39.68,196.21,56.76,1.73,2
8261,0.42,73.38,203.31,65.3,1.67,2
8262,0.19,34.91,199.03,73.6,1.75,3
8263,0.41,37.3,213.67,59.74,1.72,0
8264,0.14,83.38,179.18,68.3,1.69,1
8265,0.38,77.64,194.83,64.93,1.79,0
8266,0.26,77.99,197.42,63.51,1.74,3
8267,0.18,78.09,192.59,58.07,1.83,3
8268,0.22,78.59,187.14,64.82,1.77,2
8269,0.17,74.24,198.0,64.5,1.7,3
8270,0.24,88.68,191.84,62.69,1.74,0
8271,0.12,91.33,202.15,65.35,1.68,3
8272,0.26,64.12,199.32,56.45,1.81,1
8273,0.26,51.46,195.13,58.67,1.8,5
8274,0.19,57.83,210.46,63.67,1.74,5
8275,0.16,75.15,200.25,52.63,1.77,1
8276,0.33,90.08,201.27,55.93,1.8,3
8277,0.24,81.34,200.62,56.64,1.81,1
8278,0.21,62.54,180.67,58.76,1.73,4
8279,0.24,59.13,203.34,61.97,1.76,2
8280,0.18,76.55,203.64,53.03,1.8,3
8281,0.46,91.83,202.98,59.33,1.73,5
8282,0.27,36.0,198.39,61.38,1.69,5
8283,0.44,97.91,184.12,57.86,1.77,1
8284,0.19,61.8,174.81,64.28,1.77,4
8285,0.31,59.6,205.84,60.64,1.7,5
8286,0.33,54.2,201.11,60.87,1.76,1
8287,0.15,35.87,206.13,55.29,1.78,3
8288,0.34,45.23,182.57,66.15,1.81,0
8289,0.46,67.47,215.04,55.25,1.72,2
8290,0.13,68.18,205.44,53.08,1.74,1
8291,0.44,52.17,214.27,62.91,1.76,4
8292,0.19,57.48,215.06,58.99,1.83,5
8293,0.11,69.11,194.51,58.17,1.74,0
8294,0.37,76.48,187.05,50.93,1.7,3
8295,0.38,59.85,215.84,64.95,1.69,2
8296,0.17,80.43,196.32,56.95,1.74,0
8297,0.16,37.88,187.49,66.13,1.77,1
8298,0.39,36.6,188.23,58.31,1.79,0
8299,0.15,62.31,207.96,58.72,1.78,5
8300,0.26,92.53,192.43,59.66,1.73,3
8301,0.41,31.33,191.89,54.68,1.67,4
8302,0.3,58.72,183.96,71.41,1.78,5
8303,0.13,54.06,180.19,54.66,1.76,0
8304,0.23,68.69,221.93,60.76,1.67,5
8305,0.36,67.61,192.81,65.18,1.76,3
8306,0.25,90.66,203.22,63.13,1.76,2
8307,0.32,30.02,187.63,56.69,1.76,0
8308,0.13,80.56,197.71,56.24,1.77,0
8309,0.2,48.55,193.81,62.4,1.68,1
8310,0.14,31.27,209.94,59.28,1.71,2
8311,0.32,91.02,198.03,61.86,1.66,5
8312,0.47,43.78,213.53,57.15,1.73,0
8313,0.43,83.7,195.64,57.65,1.82,4
8314,0.27,85.64,201.11,57.63,1.76,5
8315,0.31,91.81,187.38,69.97,1.71,0
8316,0.48,92.13,211.12,55.75,1.77,4
8317,0.14,40.17,203.78,60.88,1.71,3
8318,0.17,56.31,196.7,58.35,1.8,4
8319,0.3,46.79,204.42,56.64,1.75,5
8320,0.22,78.96,206.62,54.15,1.74,5
8321,0.19,30.63,201.57,53.28,1.71,1
8322,0.44,52.99,201.5,64.23,1.73,1
8323,0.16,45.34,216.15,58.8,1.77,5
8324,0.45,68.66,203.1,61.29,1.72,1
8325,0.44,49.54,198.65,60.2,1.79,0
8326,0.48,49.17,200.77,67.46,1.71,5
8327,0.25,58.49,208.71,54.1,1.73,4
8328,0.34,35.39,202.8,55.92,1.81,0
8329,0.26,93.33,213.68,56.09,1.8,4
8330,0.3,93.84,187.12,60.99,1.73,2
8331,0.36,41.86,202.0,57.46,1.78,0
8332,0.24,73.42,198.17,57.85,1.82,1
8333,0.11,52.41,217.92,59.88,1.63,5
8334,0.36,32.41,194.67,48.8,1.79,3
8335,0.27,62.37,209.33,65.97,1.72,1
8336,0.43,67.93,195.5,54.45,1.74,5
8337,0.12,66.88,185.29,55.08,1.78,3
8338,0.37,93.99,220.61,58.95,1.72,2
8339,0.36,39.7,193.82,66.51,1.71,3
8340,0.37,59.37,203.74,59.51,1.79,0
8341,0.15,75.49,212.34,62.09,1.79,1
8342,0.16,41.11,198.04,52.72,1.71,1
8343,0.21,68.27,200.4,63.14,1.75,4
8344,0.21,54.91,208.49,56.54,1.82,1
8345,0.17,65.5,211.84,54.37,1.73,5
8346,0.18,65.9,193.49,64.11,1.7,3
8347,0.2,70.49,196.55,54.03,1.75,4
8348,0.4,84.53,193.08,61.04,1.71,1
8349,0.31,87.01,191.51,55.8,1.74,3
8350,0.15,59.43,186.89,54.26,1.8,1
8351,0.16,47.35,192.16,72.58,1.73,4
8352,0.45,64.68,185.65,60.9,1.78,1
8353,0.41,98.74,213.99,57.49,1.71,4
8354,0.49,43.03,194.4,54.07,1.76,2
8355,0.15,67.7,222.66,61.3,1.75,2
8356,0.15,65.63,201.41,66.16,1.7,4
8357,0.45,35.33,216.56,64.58,1.77,3
8358,0.11,39.06,211.54,60.02,1.81,1
8359,0.41,39.61,184.05,70.99,1.72,0
8360,0.39,31.97,191.45,56.96,1.75,1
8361,0.3,69.98,191.02,66.14,1.8,5
8362,0.22,37.7,169.9,68.43,1.75,2
8363,0.19,42.07,215.9,66.0,1.69,3
8364,0.23,72.32,194.28,52.22,1.7,1
8365,0.29,47.58,206.64,57.63,1.72,1
8366,0.49,36.91,185.39,60.01,1.78,0
8367,0.48,64.95,196.44,63.82,1.78,2
8368,0.4,96.87,195.69,61.19,1.79,4
8369,0.11,44.67,194.01,60.59,1.78,5
8370,0.44,45.84,190.48,56.74,1.69,4
8371,0.41,37.49,193.35,59.69,1.77,2
8372,0.14,35.54,206.93,57.68,1.81,0
8373,0.14,67.74,198.91,54.1,1.77,4
8374,0.22,98.13,200.6,62.92,1.74,0
8375,0.18,85.36,202.83,51.1,1.73,3
8376,0.45,82.79,193.57,57.82,1.76,3
8377,0.26,60.33,193.1,60.1,1.8,4
8378,0.47,63.8,196.13,63.22,1.74,0
8379,0.33,79.42,187.93,65.3,1.73,3
8380,0.15,31.28,202.16,47.42,1.97,0
8381,0.31,53.47,186.79,51.15,1.71,2
8382,0.41,47.33,205.04,53.42,1.77,2
8383,0.19,41.1,183.8,68.61,1.74,2
8384,0.29,71.54,193.76,59.7,1.72,5
8385,0.12,54.37,195.04,55.68,1.7,0
8386,0.21,60.94,194.21,58.15,1.74,2
8387,0.49,87.06,195.59,55.53,1.66,5
8388,0.35,64.77,182.61,54.62,1.79,0
8389,0.19,87.91,194.86,55.94,1.8,3
8390,0.17,80.3,212.86,59.13,1.73,4
8391,0.19,92.24,211.04,57.82,1.76,0
8392,0.11,64.82,185.2,62.0,1.7,1
8393,0.37,70.75,189.2,70.29,1.74,1
8394,0.24,75.93,223.07,65.92,1.75,4
8395,0.23,45.29,207.41,52.0,1.79,4
8396,0.19,85.3,206.0,64.47,1.76,1
8397,0.48,84.6,206.35,57.89,1.76,3
8398,0.12,41.79,203.03,66.45,1.77,0
8399,0.41,34.34,181.36,62.18,1.78,0
8400,0.21,99.01,190.63,60.25,1.77,0
8401,0.23,41.73,213.77,58.49,1.75,1
8402,0.28,50.68,183.85,63.95,1.7,2
8403,0.36,42.53,196.62,55.51,1.78,0
8404,0.44,77.05,197.75,66.59,1.62,1
8405,0.5,61.23,180.78,62.17,1.75,4
8406,0.27,61.03,214.52,61.82,1.78,2
8407,0.31,95.49,195.46,56.51,1.76,1
8408,0.43,62.27,210.64,64.0,1.72,5
8409,0.22,30.65,199.96,56.47,1.74,0
8410,0.31,68.71,208.64,63.76,1.79,3
8411,0.3,96.36,203.5,56.1,1.71,4
8412,0.44,77.35,212.22,52.8,1.68,1
8413,0.28,86.67,205.56,52.79,1.69,3
8414,0.37,56.03,189.7,65.5,1.74,3
8415,0.2,87.02,225.02,55.56,1.73,4
8416,0.19,69.59,204.03,51.74,1.74,2
8417,0.17,75.56,193.82,64.65,1.77,2
8418,0.44,42.0,193.24,60.17,1.84,4
8419,0.27,74.64,197.14,57.98,1.8,3
8420,0.17,68.89,192.5,53.55,1.78,5
8421,0.46,77.48,212.45,70.94,1.75,5
8422,0.32,63.96,208.88,63.68,1.7,2
8423,0.44,45.84,193.97,64.76,1.81,4
8424,0.48,85.69,201.8,62.02,1.8,0
8425,0.31,73.56,203.8,68.02,1.72,1
8426,0.16,55.53,205.04,57.86,1.77,4
8427,0.13,85.64,213.17,69.42,1.78,3
8428,0.4,90.55,197.98,70.8,1.73,0
8429,0.44,95.7,200.63,64.95,1.74,3
8430,0.15,38.4,202.59,64.41,1.78,5
8431,0.11,75.47,211.64,63.44,1.74,2
8432,0.22,86.89,198.88,60.41,1.8,2
8433,0.27,65.5,229.85,58.51,1.71,5
8434,0.42,39.86,187.6,57.5,1.79,3
8435,0.12,30.23,207.62,53.74,1.81,4
8436,0.13,44.62,202.58,55.91,1.71,2
8437,0.22,54.35,208.03,52.58,1.82,3
8438,0.26,64.79,211.19,53.12,1.8,2
8439,0.22,53.31,192.13,65.72,1.79,4
8440,0.19,82.37,198.39,59.54,1.76,3
8441,0.43,45.54,197.06,64.57,1.77,5
8442,0.23,69.74,211.19,61.01,1.79,0
8443,0.22,36.49,206.83,60.1,1.8,0
8444,0.41,96.4,208.88,59.71,1.74,0
8445,0.44,78.03,198.35,60.4,1.7,1
8446,0.4,65.59,183.54,60.02,1.65,1
8447,0.35,43.51,208.86,68.26,1.73,3
8448,0.45,83.71,198.23,60.81,1.83,1
8449,0.24,53.76,196.8,52.05,1.73,2
8450,0.24,54.91,192.2,60.77,1.88,2
8451,0.44,77.58,215.13,55.78,1.79,1
8452,0.35,51.03,199.77,51.98,1.79,2
8453,0.46,35.33,210.54,60.83,1.75,4
8454,0.4,31.93,204.17,59.6,1.74,4
8455,0.11,76.81,198.47,57.07,1.79,0
8456,0.39,55.99,210.32,60.7,1.83,2
8457,0.39,89.14,201.81,66.23,1.69,0
8458,0.44,60.99,219.8,54.13,1.76,5
8459,0.45,79.55,215.89,61.17,1.76,1
8460,0.41,63.22,206.3,56.9,1.74,3
8461,0.43,92.61,211.77,61.08,1.84,3
8462,0.12,81.16,203.05,52.73,1.72,2
8463,0.14,67.52,204.58,62.87,1.69,3
8464,0.33,67.27,173.32,53.71,1.76,3
8465,0.1,89.12,191.35,55.68,1.77,4
8466,0.12,34.46,189.19,64.42,1.73,4
8467,0.2,74.35,202.09,56.01,1.66,3
8468,0.19,70.23,208.55,62.98,1.76,3
8469,0.45,31.05,215.62,58.76,1.76,2
8470,0.43,89.16,180.34,53.35,1.7,1
8471,0.17,87.66,209.88,58.83,1.84,1
8472,0.26,79.4,199.04,60.2,1.64,3
8473,0.33,94.1,203.3,64.24,1.73,3
8474,0.47,42.26,189.4,55.96,1.73,4
8475,0.45,86.68,214.26,55.19,1.8,3
8476,0.48,54.4,188.54,57.4,1.78,0
8477,0.12,98.86,200.23,56.66,1.76,1
8478,0.32,37.41,202.71,63.13,1.74,1
8479,0.39,30.88,198.77,63.64,1.64,4
8480,0.3,97.4,194.04,60.01,1.71,1
8481,0.35,55.56,190.77,59.3,1.78,0
8482,0.47,89.26,207.51,61.94,1.73,0
8483,0.27,69.33,189.77,58.08,1.82,5
8484,0.38,67.67,208.67,63.61,1.85,3
8485,0.35,79.5,202.28,62.71,1.74,2
8486,0.38,98.55,214.02,58.0,1.77,5
8487,0.14,83.14,192.4,63.73,1.74,5
8488,0.33,40.93,204.69,62.07,1.78,5
8489,0.15,85.73,180.97,60.4,1.7,1
8490,0.47,55.14,185.5,59.74,1.72,4
8491,0.12,92.03,191.86,60.03,1.8,2
8492,0.2,59.33,216.61,55.03,1.69,4
8493,0.43,86.53,205.77,59.68,1.73,1
8494,0.18,69.9,209.14,60.95,1.76,3
8495,0.17,36.15,219.01,60.31,1.87,0
8496,0.21,95.85,199.6,47.74,1.7,2
8497,0.11,61.19,200.09,58.24,1.84,2
8498,0.42,94.09,192.61,62.65,1.79,0
8499,0.31,77.76,204.01,59.31,1.74,3
8500,0.12,53.02,180.83,63.48,1.79,4
8501,0.34,46.74,205.0,64.96,1.72,1
8502,0.37,80.27,205.89,69.23,1.78,1
8503,0.26,33.32,189.75,57.31,1.64,5
8504,0.37,48.1,201.84,65.14,1.75,5
8505,0.45,92.68,194.34,62.85,1.72,3
8506,0.11,66.36,208.22,58.23,1.71,4
8507,0.36,69.29,189.74,64.82,1.74,5
8508,0.13,94.11,186.33,62.53,1.71,5
8509,0.45,88.39,211.15,51.31,1.72,0
8510,0.25,31.16,197.31,65.34,1.86,3
8511,0.43,72.76,204.55,52.94,1.76,5
8512,0.13,46.94,202.03,68.15,1.7,5
8513,0.48,83.9,198.67,63.61,1.78,4
8514,0.27,33.8,194.31,66.25,1.67,4
8515,0.35,43.19,187.15,53.21,1.81,2
8516,0.18,74.28,197.89,67.49,1.72,3
8517,0.34,67.2,204.83,48.74,1.72,3
8518,0.38,56.78,186.23,58.31,1.77,1
8519,0.47,58.58,202.51,58.56,1.72,5
8520,0.17,69.01,190.29,63.88,1.77,2
8521,0.34,47.32,190.13,60.1,1.71,3
8522,0.5,68.09,217.45,67.92,1.8,1
8523,0.46,59.35,205.71,61.42,1.75,2
8524,0.21,32.12,185.38,58.64,1.83,0
8525,0.18,32.84,212.97,55.82,1.68,5
8526,0.12,66.96,199.11,57.85,1.7,3
