machineID,spindle_speed [RPM],feed_rate [mm/min],tool_temperature [°C],vibration_level [m/s²],power_consumption [kW],tool_wear [min],failure_type
9463,1265.39,298.48,1892737.68,1.57,5.07,0.0,4
9464,1255.44,125.35,1892947.84,1.55,5.57,0.0,1
9465,1168.22,114.52,1893145.58,1.5,5.39,0.0,4
9466,1123.57,126.9,1893345.81,1.37,5.6,0.0,5
9467,1259.01,248.48,1893542.58,1.55,4.05,0.0,2
9468,1279.13,126.47,1893730.42,1.52,4.96,0.0,3
9469,1275.77,214.23,1893935.15,1.61,4.56,0.0,4
9470,1277.86,148.45,1894130.65,1.64,6.44,0.0,1
9471,1095.6,175.74,1894329.64,1.53,4.56,0.0,4
9472,1133.66,170.32,1894532.24,1.88,5.02,0.0,3
9473,1350.13,192.89,1894732.85,1.77,4.41,0.0,5
9474,1199.08,156.28,1894934.54,1.24,4.67,0.0,3
9475,1275.6,274.11,1895131.43,1.79,4.16,0.0,0
9476,1289.76,296.25,1895343.02,1.45,5.47,0.0,2
9477,1102.64,203.27,1895547.36,1.62,5.38,0.0,5
9478,1177.23,197.44,1895744.77,1.56,4.59,0.0,1
9479,1299.74,219.09,1895947.36,1.39,4.78,0.0,5
9480,1166.65,118.67,1896140.24,1.52,4.94,0.0,4
9481,1119.12,161.44,1896341.25,1.5,4.19,0.0,0
9482,1164.83,250.83,1896528.62,1.79,5.05,0.0,0
9483,1434.89,218.81,1896722.92,1.6,5.67,0.0,4
9484,1268.54,266.42,1896929.37,1.17,6.23,0.0,1
9485,1230.64,167.58,1897131.66,1.49,5.01,0.0,1
9486,1156.08,166.35,1897339.36,1.63,4.96,0.0,0
9487,1462.97,192.71,1897541.25,1.82,3.36,0.0,4
9488,1223.85,157.64,1897746.32,1.24,5.1,0.0,5
9489,1106.76,155.9,1897941.73,1.37,4.89,0.0,1
9490,1185.98,180.16,1898130.88,1.58,5.7,0.0,0
9491,1112.8,193.7,1898330.64,1.45,4.8,0.0,5
9492,1270.78,226.95,1898522.69,1.35,4.07,0.0,3
9493,1168.63,173.53,1898723.31,1.23,4.55,0.0,0
9494,1190.67,246.18,1898922.58,1.34,4.75,0.0,4
9495,1264.6,253.31,1899128.32,1.78,5.5,0.0,5
9496,1154.3,282.4,1899337.36,1.2,5.1,0.0,2
9497,1372.22,245.16,1899530.98,1.64,4.84,0.0,5
9498,1224.87,135.6,1899732.21,1.51,4.68,0.0,5
9499,1140.52,118.06,1899937.04,1.46,4.9,0.0,2
9500,1142.76,110.18,1900129.21,1.11,4.18,0.0,2
9501,1070.72,152.09,1900335.24,1.62,5.34,0.0,2
9502,1235.19,167.42,1900524.34,1.45,4.19,0.0,3
9503,1172.32,170.14,1900714.76,1.74,6.04,0.0,4
9504,1217.45,101.51,1900916.57,1.69,5.21,0.0,3
9505,1277.16,133.93,1901113.5,1.48,5.53,0.0,3
9506,1168.45,110.52,1901324.62,1.91,4.93,0.0,4
9507,1139.88,297.17,1901519.15,1.33,4.91,0.0,1
9508,1192.21,173.63,1901718.49,1.35,5.2,0.0,2
9509,1265.48,238.68,1901920.06,1.2,4.45,0.0,1
9510,1047.31,217.78,1902120.81,1.64,4.24,0.0,0
9511,1113.01,254.69,1902313.25,1.49,5.46,0.0,3
9512,1178.34,263.15,1902521.07,1.64,5.4,0.0,1
9513,1314.84,179.0,1902720.68,1.47,5.39,0.0,0
9514,1260.44,193.91,1902926.23,1.65,5.21,0.0,0
9515,1125.8,101.84,1903126.47,1.57,5.48,0.0,3
9516,1195.53,231.98,1903324.79,1.65,5.71,0.0,2
9517,1061.63,144.72,1903526.0,0.98,4.46,0.0,3
9518,1259.73,174.32,1903724.71,1.23,4.69,0.0,2
9519,1079.83,205.96,1903916.25,1.26,4.68,0.0,0
9520,1153.07,187.97,1904114.47,1.42,4.8,0.0,3
9521,1309.97,219.49,1904317.16,1.59,4.63,0.0,4
9522,1248.44,291.89,1904521.86,1.57,6.14,0.0,5
9523,1239.25,250.24,1904717.04,0.97,4.21,0.0,4
9524,1251.77,275.92,1904922.43,1.34,4.72,0.0,0
9525,1413.17,214.4,1905117.17,1.43,4.35,0.0,3
9526,1377.98,285.16,1905316.73,1.54,5.16,0.0,5
9527,1380.23,253.1,1905516.7,1.68,4.9,0.0,5
9528,1254.03,229.59,1905723.84,1.42,5.43,0.0,2
9529,1364.92,142.33,1905927.77,1.31,4.3,0.0,0
9530,1080.02,152.77,1906120.99,1.54,4.65,0.0,3
9531,1086.16,152.91,1906321.56,1.38,5.72,0.0,5
9532,1064.56,149.5,1906523.27,1.32,5.03,0.0,3
9533,1305.11,140.71,1906726.15,1.34,5.46,0.0,2
9534,1163.36,245.84,1906922.49,1.48,4.7,0.0,2
9535,1193.34,202.22,1907121.34,1.48,4.9,0.0,4
9536,1028.74,160.37,1907325.34,1.54,4.38,0.0,1
9537,1184.37,243.06,1907520.32,1.54,4.7,0.0,5
9538,1031.49,239.46,1907718.84,1.38,5.24,0.0,2
9539,1033.98,228.63,1907924.85,1.19,5.22,0.0,2
9540,1066.44,249.37,1908114.93,1.38,4.92,0.0,2
9541,1178.35,141.84,1908314.73,1.11,5.11,0.0,2
9542,1335.89,230.48,1908511.18,1.24,5.16,0.0,1
9543,1122.5,202.83,1908713.69,1.32,4.44,0.0,3
9544,1140.28,290.35,1908915.53,1.45,5.51,0.0,2
9545,1048.66,159.96,1909112.3,1.86,5.56,0.0,4
9546,1261.6,106.75,1909316.51,1.9,4.98,0.0,1
9547,1097.6,159.03,1909514.75,1.59,5.3,0.0,0
9548,1244.0,227.22,1909710.29,1.46,5.78,0.0,1
9549,1170.62,273.92,1909922.4,1.5,4.94,0.0,3
9550,1338.24,125.55,1910124.51,1.7,4.74,0.0,1
9551,1290.63,160.16,1910332.45,1.36,4.23,0.0,2
9552,1374.4,299.41,1910537.46,1.62,4.37,0.0,2
9553,1119.77,279.68,1910741.89,1.88,4.12,0.0,0
9554,1278.68,129.44,1910942.38,1.26,5.67,0.0,1
9555,1200.05,141.85,1911147.08,1.51,4.52,0.0,4
9556,1244.47,169.98,1911351.68,1.89,5.43,0.0,4
9557,1337.37,130.91,1911545.23,1.65,5.16,0.0,1
9558,1166.8,286.7,1911755.32,1.39,4.11,0.0,5
9559,1369.04,198.13,1911962.43,1.57,5.57,0.0,1
9560,1118.86,100.5,1912159.27,1.33,4.48,0.0,3
9561,1370.7,106.88,1912360.79,1.36,4.93,0.0,5
9562,1235.95,133.95,1912570.91,1.68,4.83,0.0,5
9563,1188.34,280.49,1912775.68,1.31,5.61,0.0,0
9564,1264.64,124.68,1912975.07,1.1,5.38,0.0,5
9565,1455.15,171.55,1913180.54,1.7,5.3,0.0,2
9566,1109.23,143.43,1913382.99,1.41,4.69,0.0,3
9567,1182.22,265.2,1913580.98,1.39,5.39,0.0,3
9568,980.42,281.67,1913787.44,1.58,5.29,0.0,1
9569,1000.18,265.0,1913983.8,1.48,4.94,0.0,4
9570,1243.35,192.15,1914186.44,1.24,5.0,0.0,4
9571,1124.8,143.8,1914391.34,1.26,5.42,0.0,1
9572,1098.95,138.28,1914586.76,1.23,4.11,0.0,3
9573,1124.72,227.74,1914784.65,1.45,4.92,0.0,5
9574,1174.11,199.46,1914988.16,1.23,5.58,0.0,2
9575,1076.28,211.71,1915191.71,1.48,5.06,0.0,2
9576,1193.01,272.3,1915393.96,1.76,5.31,0.0,1
9577,1222.12,290.29,1915593.21,1.43,4.51,0.0,3
9578,1241.28,281.0,1915795.31,1.47,5.1,0.0,0
9579,1254.48,147.87,1915995.66,1.66,4.71,0.0,2
9580,1164.41,183.93,1916195.31,1.33,5.56,0.0,3
9581,1219.9,213.47,1916393.53,1.47,5.16,0.0,0
9582,1129.86,197.77,1916591.96,1.38,4.78,0.0,4
9583,1132.25,151.17,1916792.96,1.56,5.03,0.0,2
9584,1153.26,149.92,1916995.23,1.72,4.57,0.0,0
9585,1301.76,155.94,1917201.65,1.33,5.78,0.0,5
9586,1105.77,213.4,1917404.79,1.24,5.23,0.0,1
9587,1053.55,211.39,1917612.29,1.47,4.74,0.0,4
9588,1301.19,245.01,1917813.2,1.68,5.21,0.0,1
9589,1146.21,147.97,1918017.73,1.42,5.24,0.0,4
9590,1437.9,286.17,1918225.54,1.75,4.71,0.0,2
9591,1122.34,142.43,1918423.56,1.45,4.4,0.0,0
9592,1175.13,236.99,1918622.1,1.77,4.97,0.0,4
9593,1026.47,221.38,1918822.09,1.16,5.17,0.0,0
9594,1195.1,119.73,1919025.43,1.56,5.08,0.0,2
9595,1238.23,138.55,1919221.49,1.3,5.79,0.0,4
9596,1273.62,263.52,1919407.76,1.45,5.58,0.0,4
9597,1277.63,286.26,1919609.79,1.35,4.63,0.0,5
9598,1184.72,186.22,1919809.19,1.72,4.49,0.0,0
9599,1324.86,286.02,1920008.92,1.51,5.15,0.0,1
9600,1222.4,100.34,1920206.12,1.81,5.02,0.0,1
9601,1261.5,209.92,1920400.79,1.28,4.29,0.0,3
9602,1212.96,267.64,1920592.72,1.16,5.83,0.0,0
9603,1209.61,219.81,1920788.49,1.41,5.26,0.0,4
9604,1185.79,270.91,1920984.75,1.84,4.74,0.0,3
9605,1261.33,137.09,1921182.61,1.08,4.7,0.0,0
9606,1283.57,152.38,1921379.02,1.49,4.88,0.0,5
9607,1277.42,118.58,1921580.65,1.09,4.65,0.0,5
9608,1217.62,119.3,1921785.73,1.73,5.88,0.0,1
9609,1217.04,240.99,1921988.31,1.29,5.11,0.0,5
9610,1167.42,117.59,1922191.29,1.58,5.08,0.0,1
9611,1254.71,247.68,1922400.42,2.09,5.46,0.0,3
9612,1045.4,249.81,1922599.04,1.56,5.26,0.0,1
9613,1048.95,112.23,1922796.99,1.47,4.6,0.0,4
9614,1165.95,123.29,1923002.65,1.5,6.03,0.0,1
9615,1310.2,161.44,1923202.59,1.14,4.16,0.0,4
9616,1282.53,112.89,1923390.34,1.34,4.71,0.0,1
9617,1177.23,263.25,1923590.05,1.52,5.0,0.0,3
9618,1156.99,192.47,1923785.61,1.35,4.58,0.0,2
9619,1193.11,102.01,1923992.45,1.47,4.85,0.0,1
9620,1280.02,252.69,1924192.35,1.51,4.64,0.0,3
9621,1342.92,183.12,1924390.78,1.83,4.77,0.0,1
9622,1243.45,187.9,1924579.23,1.53,5.61,0.0,0
9623,1055.79,271.73,1924770.28,1.16,4.71,0.0,4
9624,1216.07,190.64,1924967.84,1.35,4.68,0.0,3
9625,1232.36,260.08,1925162.88,1.55,5.15,0.0,0
9626,1214.11,180.29,1925358.58,1.68,4.8,0.0,0
9627,1213.58,115.86,1925561.11,1.59,5.28,0.0,1
9628,1157.77,169.79,1925757.65,1.78,5.1,0.0,3
9629,1091.53,113.07,1925960.06,1.35,4.46,0.0,0
9630,1380.23,141.51,1926170.35,1.54,5.64,0.0,1
9631,1063.33,252.04,1926371.76,1.36,5.85,0.0,0
9632,1357.79,148.09,1926568.5,0.99,5.22,0.0,5
9633,1198.68,120.01,1926767.66,1.25,5.66,0.0,4
9634,1231.91,167.81,1926962.89,1.61,5.01,0.0,4
9635,1284.5,214.67,1927159.94,1.58,3.82,0.0,4
9636,1316.42,151.03,1927357.92,1.47,5.3,0.0,4
9637,1128.38,254.25,1927548.45,1.64,4.95,0.0,0
9638,1239.39,298.44,1927747.15,1.51,4.91,0.0,1
9639,1167.8,229.71,1927944.37,1.14,5.33,0.0,3
9640,1027.6,236.63,1928141.71,1.5,4.48,0.0,2
9641,1081.5,132.1,1928339.91,1.83,4.54,0.0,5
9642,1173.26,265.8,1928543.66,1.52,4.71,0.0,2
9643,1318.04,111.08,1928738.43,1.82,4.55,0.0,3
9644,1102.68,282.82,1928939.74,1.29,5.85,0.0,4
9645,1215.3,165.38,1929149.68,1.5,4.7,0.0,2
9646,1148.68,151.43,1929351.46,1.35,4.82,0.0,5
9647,1258.18,121.09,1929547.79,1.5,4.89,0.0,2
9648,1182.03,208.7,1929747.69,1.55,5.08,0.0,2
9649,1161.57,110.75,1929940.81,1.47,4.59,0.0,3
9650,1246.87,197.9,1930142.46,1.53,4.43,0.0,1
9651,1169.2,262.8,1930341.13,1.42,5.5,0.0,3
9652,1264.6,251.62,1930543.28,1.55,5.57,0.0,0
9653,1001.19,119.86,1930747.55,1.76,3.36,0.0,4
9654,1026.58,196.64,1930947.35,1.57,5.47,0.0,4
9655,1204.06,274.9,1931148.89,1.29,3.74,0.0,2
9656,1074.42,239.61,1931350.02,1.9,5.35,0.0,5
9657,1319.6,111.82,1931553.26,1.58,5.44,0.0,0
9658,1171.93,138.58,1931742.67,1.9,4.71,0.0,0
9659,1089.45,284.91,1931938.75,1.46,4.66,0.0,4
9660,1100.06,232.84,1932144.94,1.66,3.78,0.0,3
9661,1337.32,256.05,1932347.29,1.4,4.97,0.0,1
9662,1252.49,209.91,1932553.16,1.64,5.44,0.0,3
9663,1318.67,121.76,1932748.41,1.26,4.87,0.0,2
9664,1113.87,197.14,1932949.56,1.58,5.04,0.0,3
9665,1174.54,205.84,1933157.49,1.3,4.85,0.0,3
9666,1152.0,189.1,1933362.37,1.87,4.4,0.0,5
9667,1010.3,295.79,1933559.24,1.6,5.03,0.0,2
9668,1220.37,157.59,1933763.1,1.31,3.97,0.0,5
9669,1202.74,150.83,1933957.04,1.77,4.99,0.0,3
9670,1008.31,189.47,1934156.25,1.8,5.15,0.0,5
9671,1100.92,203.95,1934369.22,1.38,4.61,0.0,2
9672,1217.83,164.03,1934572.19,1.46,4.48,0.0,3
9673,1249.95,297.89,1934768.09,1.61,5.61,0.0,0
9674,1163.64,123.11,1934974.9,1.42,5.1,0.0,4
9675,1195.5,296.27,1935179.34,1.75,5.73,0.0,5
9676,1367.02,283.32,1935380.14,1.5,5.53,0.0,0
9677,1189.87,286.6,1935576.22,1.35,4.49,0.0,5
9678,1304.35,176.65,1935775.6,1.41,5.64,0.0,2
9679,1113.03,221.36,1935974.06,1.53,4.77,0.0,3
9680,1083.68,216.33,1936172.9,1.63,5.75,0.0,1
9681,1218.32,220.66,1936378.03,1.29,5.48,0.0,2
9682,1264.57,111.95,1936576.26,1.28,4.89,0.0,1
9683,1220.07,262.71,1936778.56,1.61,5.13,0.0,2
9684,1357.64,173.44,1936979.14,1.73,4.54,0.0,3
9685,1343.48,283.21,1937171.47,1.7,5.01,0.0,1
9686,1248.68,137.03,1937374.13,1.49,5.2,0.0,3
9687,1209.98,215.61,1937572.51,1.35,5.5,0.0,1
9688,1221.22,219.72,1937768.59,1.43,4.54,0.0,3
9689,1193.14,105.5,1937963.15,1.49,3.96,0.0,1
9690,1177.36,138.15,1938161.35,1.22,4.85,0.0,2
9691,1235.16,196.38,1938363.09,1.83,5.75,0.0,5
9692,1277.43,219.34,1938567.26,1.64,4.95,0.0,2
9693,1163.12,117.55,1938766.3,1.46,4.81,0.0,3
9694,1047.61,161.87,1938958.22,1.66,6.02,0.0,1
9695,1049.14,208.3,1939156.08,1.47,4.76,0.0,4
9696,1227.77,235.75,1939351.5,1.86,6.47,0.0,2
9697,1163.32,267.23,1939543.77,1.42,4.75,0.0,4
9698,1212.28,252.06,1939743.6,1.58,5.1,0.0,4
9699,1110.54,256.42,1939945.25,1.6,5.15,0.0,3
9700,1142.51,156.09,1940146.0,1.51,4.42,0.0,5
9701,1194.48,164.55,1940345.42,1.75,4.51,0.0,5
9702,1213.06,225.73,1940545.64,1.39,5.75,0.0,5
9703,1244.07,134.72,1940746.0,1.75,4.57,0.0,4
9704,1441.75,281.78,1940945.76,1.32,5.92,0.0,5
9705,1102.86,244.94,1941143.02,1.69,4.92,0.0,0
9706,1148.09,111.58,1941339.62,1.73,4.88,0.0,1
9707,1148.11,250.18,1941540.49,1.43,4.62,0.0,1
9708,1331.78,204.56,1941735.77,1.69,4.59,0.0,3
9709,1210.42,287.83,1941938.73,1.7,5.21,0.0,2
9710,1324.64,200.89,1942138.73,1.71,5.34,0.0,0
9711,1192.1,215.22,1942335.34,1.92,4.15,0.0,0
9712,1261.87,267.85,1942539.87,1.65,4.96,0.0,0
9713,1328.65,283.93,1942746.31,1.62,5.52,0.0,0
9714,1118.48,278.28,1942950.35,1.57,5.72,0.0,0
9715,1249.17,212.89,1943150.9,1.51,3.91,0.0,1
9716,1089.32,225.33,1943355.85,1.64,5.04,0.0,5
9717,1209.28,100.26,1943558.73,1.55,5.37,0.0,5
9718,1181.89,214.38,1943760.62,1.9,5.93,0.0,2
9719,1153.02,137.06,1943966.03,1.28,4.56,0.0,3
9720,1235.01,216.28,1944164.83,1.75,5.46,0.0,5
9721,1232.94,297.8,1944369.22,1.33,4.51,0.0,1
9722,1219.48,169.16,1944570.0,1.25,3.75,0.0,5
9723,1289.67,245.54,1944768.12,1.37,5.35,0.0,0
9724,1393.81,196.27,1944963.48,1.26,5.84,0.0,5
9725,1108.05,237.11,1945173.07,1.68,5.08,0.0,5
9726,1272.61,267.66,1945367.9,1.41,4.74,0.0,4
9727,1286.63,243.13,1945568.66,1.4,5.35,0.0,5
9728,1148.54,156.4,1945765.72,1.53,4.8,0.0,1
9729,1217.57,270.78,1945969.69,1.72,5.41,0.0,1
9730,1117.61,295.73,1946166.8,1.58,5.75,0.0,2
9731,1210.57,282.22,1946376.91,1.49,4.32,0.0,1
9732,1186.25,219.36,1946573.16,1.41,4.71,0.0,1
9733,1071.38,276.69,1946777.76,1.55,5.13,0.0,3
9734,1258.49,131.55,1946979.72,1.5,4.03,0.0,4
9735,1386.46,139.29,1947180.95,1.39,4.87,0.0,0
9736,1031.79,151.45,1947389.05,1.66,4.17,0.0,1
9737,1101.66,254.34,1947588.7,1.49,5.35,0.0,2
9738,1338.08,148.2,1947803.28,1.47,4.46,0.0,4
9739,1075.64,244.07,1948006.4,1.53,5.26,0.0,0
9740,1038.69,267.38,1948209.83,1.37,4.55,0.0,1
9741,1126.11,140.37,1948411.47,1.44,4.26,0.0,2
9742,1422.43,209.86,1948611.24,1.58,5.84,0.0,1
9743,1158.46,267.59,1948810.39,1.4,4.33,0.0,2
9744,1025.19,115.08,1949011.47,1.3,5.69,0.0,3
9745,1177.51,218.73,1949215.48,1.5,5.71,0.0,3
9746,1120.07,138.84,1949413.2,1.51,4.77,0.0,0
9747,1264.6,277.62,1949611.4,1.53,5.12,0.0,5
9748,1217.66,275.68,1949807.26,1.42,5.4,0.0,2
9749,1035.63,221.14,1950011.87,1.35,4.74,0.0,2
9750,1198.89,172.49,1950213.45,1.67,5.75,0.0,2
9751,1055.24,255.73,1950420.34,1.32,4.94,0.0,5
9752,1171.96,156.0,1950618.23,1.43,5.09,0.0,4
9753,1326.17,263.45,1950814.81,1.64,4.81,0.0,1
9754,1176.44,140.08,1951002.85,1.34,4.63,0.0,4
9755,1031.27,125.58,1951209.56,1.52,4.53,0.0,5
9756,1281.22,237.62,1951407.41,1.66,5.43,0.0,2
9757,1037.28,243.3,1951607.46,1.44,4.3,0.0,5
9758,1276.27,159.4,1951807.56,1.23,5.1,0.0,0
9759,1214.14,147.41,1952008.22,1.51,5.51,0.0,5
9760,1100.89,285.48,1952209.42,1.73,4.61,0.0,1
9761,1289.63,110.89,1952411.09,1.69,4.8,0.0,5
9762,1348.96,218.33,1952609.06,1.39,4.66,0.0,3
9763,1124.81,260.6,1952814.01,1.67,5.25,0.0,0
9764,1188.6,291.46,1953014.89,1.57,4.74,0.0,0
9765,1176.03,248.46,1953220.71,1.86,4.63,0.0,5
9766,1383.18,261.92,1953421.21,1.47,5.14,0.0,0
9767,1297.11,285.38,1953618.87,1.4,5.99,0.0,3
9768,986.1,188.83,1953811.98,1.57,5.52,0.0,4
9769,1086.19,113.34,1954013.73,1.52,4.66,0.0,5
9770,1124.66,149.29,1954214.19,1.25,5.03,0.0,3
9771,1076.5,299.09,1954410.64,1.55,5.52,0.0,3
9772,1101.61,137.56,1954613.05,1.7,5.37,0.0,0
9773,1278.69,148.71,1954803.2,1.57,4.5,0.0,3
9774,1273.94,180.72,1954994.33,1.62,5.55,0.0,2
9775,1109.89,274.72,1955200.72,1.01,4.37,0.0,3
9776,1188.16,258.84,1955406.07,1.27,6.43,0.0,3
9777,1048.06,218.31,1955600.28,1.48,4.92,0.0,4
9778,1302.34,200.18,1955799.88,1.39,5.95,0.0,1
9779,1249.3,237.6,1955993.06,1.68,4.46,0.0,5
9780,1140.17,134.16,1956194.83,1.38,4.39,0.0,1
9781,1114.53,217.41,1956391.28,1.64,4.57,0.0,1
9782,1100.72,200.1,1956584.63,1.57,3.93,0.0,1
9783,1285.81,215.45,1956779.26,0.79,5.32,0.0,2
9784,1285.66,261.14,1956982.77,1.2,5.25,0.0,2
9785,1231.98,230.13,1957190.91,1.69,5.48,0.0,2
9786,1175.69,283.14,1957392.52,1.49,4.44,0.0,5
9787,1225.29,220.34,1957584.21,1.45,4.46,0.0,3
9788,1152.08,152.21,1957781.28,1.56,4.91,0.0,0
9789,1051.35,179.09,1957984.86,1.54,4.73,0.0,2
9790,1345.55,172.96,1958187.66,1.68,5.9,0.0,0
9791,1333.06,239.55,1958389.64,1.66,4.43,0.0,3
9792,1320.0,232.96,1958588.86,1.71,4.02,0.0,3
9793,1074.44,154.8,1958792.64,1.63,5.37,0.0,5
9794,1247.22,285.43,1958997.03,1.57,5.07,0.0,0
9795,1273.86,109.3,1959200.34,1.59,5.1,0.0,0
9796,1162.11,274.68,1959395.76,1.24,4.58,0.0,1
9797,1152.62,181.27,1959605.73,1.56,5.07,0.0,4
9798,1297.22,290.45,1959809.25,1.36,5.95,0.0,1
9799,1108.1,277.42,1960011.9,1.21,4.73,0.0,1
9800,1266.32,217.92,1960210.14,1.71,4.88,0.0,5
9801,1186.65,120.7,1960408.87,1.44,5.02,0.0,1
9802,1043.36,244.03,1960605.46,1.23,5.29,0.0,0
9803,1025.13,243.24,1960807.72,1.59,5.8,0.0,2
9804,1087.74,227.36,1961005.87,1.13,4.86,0.0,5
9805,1279.86,152.03,1961207.29,1.32,5.08,0.0,2
9806,1191.19,232.56,1961407.77,1.69,4.72,0.0,4
9807,1178.22,137.2,1961612.52,1.32,4.3,0.0,4
9808,1236.76,246.92,1961799.72,1.18,5.72,0.0,1
9809,983.63,217.19,1962002.61,1.71,4.69,0.0,0
9810,1357.68,100.85,1962204.66,1.55,5.23,0.0,0
9811,1203.33,209.18,1962398.42,1.34,5.2,0.0,5
9812,1138.49,156.08,1962591.83,1.42,5.2,0.0,5
9813,1274.04,209.6,1962803.36,1.49,5.63,0.0,5
9814,1272.61,223.93,1963000.71,1.7,5.94,0.0,3
9815,1116.86,226.95,1963198.45,1.36,4.94,0.0,2
9816,1265.59,112.96,1963391.34,1.64,5.32,0.0,4
9817,1169.72,145.98,1963593.46,1.37,6.1,0.0,5
9818,1061.45,259.36,1963787.89,1.65,4.51,0.0,3
9819,1208.4,116.78,1963993.69,1.25,4.39,0.0,3
9820,1110.86,269.19,1964200.5,1.49,4.46,0.0,0
9821,1043.2,246.53,1964399.67,1.36,5.54,0.0,0
9822,1136.72,113.83,1964596.42,1.21,5.56,0.0,0
9823,1188.07,196.41,1964802.92,1.93,4.61,0.0,5
9824,1228.33,141.07,1965000.81,1.63,4.94,0.0,5
9825,1220.91,131.58,1965200.86,1.72,4.91,0.0,3
9826,1207.65,199.42,1965404.95,1.75,4.46,0.0,0
9827,1307.07,149.74,1965604.21,1.37,5.88,0.0,4
9828,1313.13,287.88,1965798.52,1.59,4.93,0.0,3
9829,1262.35,167.51,1965993.89,1.83,4.52,0.0,4
9830,1317.85,125.23,1966202.19,1.04,5.13,0.0,3
9831,1056.37,153.53,1966405.26,1.49,4.86,0.0,1
9832,1150.95,144.31,1966598.49,1.81,5.03,0.0,3
9833,1212.48,256.42,1966803.68,1.39,5.3,0.0,2
9834,1239.12,142.28,1967003.71,1.73,4.35,0.0,0
9835,1220.99,136.28,1967198.35,1.39,4.81,0.0,1
9836,1050.09,204.47,1967397.6,1.41,5.69,0.0,3
9837,1254.13,197.29,1967597.97,1.48,4.73,0.0,1
9838,1082.89,160.33,1967800.4,1.41,4.82,0.0,2
9839,1321.87,129.98,1968000.08,1.37,4.74,0.0,4
9840,1269.91,277.68,1968206.1,1.61,5.34,0.0,3
9841,1326.87,169.38,1968406.25,1.72,4.46,0.0,1
9842,1209.84,214.55,1968605.44,1.48,5.4,0.0,0
9843,1210.25,142.65,1968807.96,1.2,5.56,0.0,4
9844,1360.24,154.77,1969004.93,1.29,4.91,0.0,1
9845,1232.98,196.77,1969201.3,1.5,5.01,0.0,2
9846,1106.83,177.75,1969405.97,1.49,5.48,0.0,5
9847,1072.23,175.39,1969608.21,1.19,4.85,0.0,2
9848,1357.29,212.45,1969813.02,1.16,5.62,0.0,1
9849,1272.62,241.74,1970010.66,1.82,4.64,0.0,1
9850,925.43,105.12,1970211.04,1.51,4.79,0.0,1
9851,1426.9,116.39,1970404.79,1.74,4.85,0.0,3
9852,1159.5,173.85,1970605.28,1.94,5.26,0.0,5
9853,1378.09,150.14,1970804.94,1.26,4.95,0.0,3
9854,1390.17,278.25,1971012.19,1.6,5.32,0.0,2
9855,1167.81,277.85,1971213.12,1.68,5.37,0.0,3
9856,1179.56,297.78,1971409.33,1.61,5.29,0.0,0
9857,1214.9,172.6,1971600.19,1.5,4.69,0.0,4
9858,1054.06,264.4,1971803.24,1.2,5.07,0.0,2
9859,1049.83,230.72,1972003.53,1.24,4.79,0.0,2
9860,1113.3,181.33,1972204.55,1.19,5.42,0.0,2
9861,1221.26,104.01,1972407.83,1.59,4.8,0.0,5
9862,1333.51,165.44,1972605.0,1.32,5.24,0.0,1
9863,1363.13,183.01,1972816.39,1.54,4.97,0.0,1
9864,1363.04,112.58,1973011.84,1.23,5.19,0.0,2
9865,1156.19,122.83,1973215.02,1.39,5.17,0.0,1
9866,1063.49,130.58,1973417.58,1.42,5.03,0.0,1
9867,1054.88,100.31,1973609.61,1.38,4.64,0.0,0
9868,1303.16,172.2,1973810.28,1.18,5.03,0.0,2
9869,1281.43,210.49,1974011.18,1.5,4.58,0.0,4
9870,1039.05,223.13,1974219.94,1.52,4.95,0.0,3
9871,1273.31,155.65,1974424.56,1.88,4.76,0.0,0
9872,1161.88,262.26,1974633.58,1.26,4.17,0.0,2
9873,1257.72,254.88,1974834.92,1.54,5.31,0.0,0
9874,1095.76,238.76,1975034.24,1.54,4.66,0.0,4
9875,1027.27,231.99,1975225.0,1.59,3.96,0.0,2
9876,1194.31,158.25,1975417.36,1.56,4.81,0.0,0
9877,1322.57,124.67,1975610.32,1.75,5.73,0.0,4
9878,1360.08,132.13,1975808.29,1.47,4.65,0.0,3
9879,1242.07,110.78,1976014.13,1.27,4.77,0.0,3
9880,1142.75,159.41,1976216.11,1.6,5.1,0.0,0
9881,1173.47,107.02,1976414.24,2.03,5.13,0.0,4
9882,1257.04,206.26,1976618.96,1.49,5.73,0.0,1
9883,1173.71,190.21,1976816.7,1.56,4.17,0.0,3
9884,1122.82,119.34,1977027.44,1.28,4.14,0.0,3
9885,1187.23,113.58,1977229.81,1.42,5.02,0.0,2
9886,1318.2,260.66,1977437.96,1.5,4.54,0.0,1
9887,1247.25,170.8,1977640.07,1.58,4.95,0.0,3
9888,1346.07,277.71,1977832.19,1.39,5.8,0.0,5
9889,1204.92,104.57,1978027.68,1.56,4.55,0.0,2
9890,1240.96,168.46,1978234.8,1.43,5.29,0.0,2
9891,1146.95,182.31,1978440.23,1.59,6.2,0.0,0
9892,1330.07,284.99,1978637.66,1.39,4.24,0.0,0
9893,1030.47,107.45,1978842.28,1.3,4.94,0.0,2
9894,1162.43,133.52,1979037.47,1.61,4.85,0.0,2
9895,1234.84,222.82,1979240.23,1.29,4.5,0.0,4
9896,1038.15,173.66,1979440.06,1.56,4.92,0.0,0
9897,1180.79,115.55,1979646.09,1.33,4.46,0.0,0
