machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
7822,769.3,0.14,0.87,125.42,1.19,334.65,2
7823,1014.27,0.38,1.19,125.43,1.25,603.49,2
7824,678.01,0.45,2.26,124.1,1.28,766.15,0
7825,755.96,0.33,2.12,124.02,1.22,801.32,4
7826,763.66,0.2,1.93,123.79,1.13,736.93,5
7827,871.21,0.36,2.13,123.32,1.22,927.84,3
7828,881.86,0.27,2.42,125.2,1.41,1067.05,1
7829,854.4,0.22,2.22,124.26,1.1,948.38,4
7830,722.1,0.36,1.89,125.23,1.3,682.38,3
7831,635.84,0.11,2.43,125.77,1.24,772.55,5
7832,819.16,0.33,1.24,126.18,1.2,507.88,0
7833,788.54,0.18,1.6,126.49,1.16,630.83,2
7834,887.98,0.33,2.58,126.42,1.24,1145.49,4
7835,966.12,0.39,2.66,124.87,1.44,1284.94,1
7836,844.53,0.42,2.38,124.66,1.23,1004.99,1
7837,788.46,0.48,1.67,125.35,1.17,658.36,5
7838,848.93,0.23,2.09,124.31,1.11,887.13,1
7839,1020.79,0.49,2.01,125.4,1.14,1025.89,1
7840,722.06,0.14,1.61,123.93,1.37,581.26,5
7841,863.73,0.43,1.6,123.06,1.22,690.98,5
7842,892.87,0.13,1.9,122.18,1.18,848.23,0
7843,855.3,0.49,2.33,121.74,1.11,996.42,5
7844,876.98,0.21,2.1,122.04,1.23,920.83,4
7845,730.98,0.35,1.95,119.77,1.27,712.71,4
7846,930.46,0.15,2.57,119.52,1.31,1195.64,0
7847,728.57,0.32,2.78,121.93,1.25,1012.71,2
7848,887.04,0.17,2.91,120.74,1.37,1290.64,1
7849,806.61,0.17,2.57,120.77,1.29,1036.49,1
7850,753.43,0.32,1.72,121.98,1.07,647.95,5
7851,958.45,0.49,1.37,121.8,1.25,656.54,3
7852,839.91,0.44,1.99,123.59,1.15,835.71,5
7853,947.89,0.38,2.89,123.1,1.24,1369.7,3
7854,953.79,0.47,1.87,123.03,1.21,891.79,2
7855,784.66,0.11,2.26,123.35,1.04,886.67,3
7856,877.24,0.43,2.19,123.84,1.19,960.58,0
7857,725.1,0.15,2.13,124.25,1.33,772.23,4
7858,865.63,0.5,1.94,124.65,1.13,839.66,1
7859,824.87,0.2,3.12,124.88,1.19,1286.8,4
7860,990.7,0.32,1.42,123.89,1.44,703.4,4
7861,880.17,0.24,2.57,125.34,1.2,1131.02,1
7862,815.94,0.12,0.68,124.79,1.11,277.42,5
7863,819.7,0.36,2.27,125.18,1.3,930.36,1
7864,834.78,0.44,1.06,125.65,1.15,442.43,5
7865,841.69,0.11,2.08,124.34,1.1,875.36,3
7866,739.32,0.26,0.92,124.35,1.17,340.09,1
7867,849.87,0.46,2.08,124.54,1.31,883.86,5
7868,826.34,0.27,2.07,124.4,1.09,855.26,3
7869,696.91,0.21,2.66,124.87,1.15,926.89,0
7870,854.91,0.3,1.45,125.13,1.1,619.81,4
7871,824.46,0.38,2.02,125.84,0.99,832.7,2
7872,936.37,0.47,1.33,125.99,1.28,622.69,4
7873,756.77,0.4,1.99,125.86,1.12,752.99,0
7874,742.2,0.23,2.51,124.16,1.18,931.46,2
7875,846.26,0.28,2.35,123.09,1.32,994.36,0
7876,757.76,0.3,1.76,122.64,1.13,666.83,3
7877,832.33,0.17,1.83,122.94,1.05,761.58,2
7878,764.53,0.18,1.57,121.74,1.22,600.16,5
7879,787.75,0.37,2.07,121.93,1.13,815.32,3
7880,725.52,0.24,1.67,122.03,1.35,605.81,2
7881,821.4,0.23,1.32,121.21,1.28,542.12,0
7882,908.07,0.13,2.84,121.46,1.31,1289.46,5
7883,756.19,0.31,2.29,122.51,1.08,865.84,4
7884,683.07,0.42,1.6,121.18,1.28,546.46,5
7885,867.22,0.16,1.71,122.59,1.29,741.47,5
7886,767.39,0.1,2.7,122.0,1.27,1035.98,3
7887,716.77,0.46,1.27,121.88,1.21,455.15,0
7888,826.85,0.27,1.9,120.04,1.28,785.51,0
7889,630.04,0.2,1.64,119.26,1.36,516.63,2
7890,782.18,0.28,2.23,117.58,1.31,872.13,0
7891,850.54,0.21,0.57,118.63,1.24,242.4,5
7892,688.63,0.3,1.84,115.95,1.15,633.54,4
7893,881.95,0.27,2.5,116.09,1.12,1102.44,0
7894,792.7,0.45,1.95,116.86,1.23,772.88,4
7895,835.35,0.28,1.53,117.4,1.28,639.04,1
7896,912.46,0.12,2.72,118.33,1.25,1240.95,3
7897,831.45,0.28,2.39,118.33,1.14,993.58,5
7898,781.45,0.43,2.14,117.93,1.26,836.15,5
7899,890.03,0.33,2.16,119.63,1.17,961.23,4
7900,784.01,0.44,2.49,119.82,1.08,976.09,3
7901,851.18,0.3,1.76,121.03,1.24,749.04,1
7902,639.94,0.29,1.4,122.68,1.23,447.96,3
7903,725.82,0.35,2.96,122.39,1.21,1074.21,4
7904,825.25,0.47,2.77,121.54,1.23,1142.97,3
7905,866.56,0.18,1.29,121.58,1.29,558.93,3
7906,732.34,0.35,2.24,121.77,1.18,820.22,4
7907,701.96,0.44,2.48,122.36,1.1,870.43,3
7908,725.97,0.4,2.36,121.79,1.09,856.64,1
7909,892.68,0.23,2.03,120.53,1.42,906.07,2
7910,713.6,0.49,1.78,120.16,1.09,635.1,2
7911,889.34,0.24,2.42,118.52,1.35,1076.1,4
7912,708.42,0.38,2.33,119.59,1.4,825.31,1
7913,883.45,0.4,2.02,118.77,1.26,892.28,5
7914,865.19,0.33,2.14,118.34,1.18,925.75,1
7915,889.3,0.49,1.03,117.77,1.25,457.99,1
7916,971.64,0.29,1.32,119.28,1.27,641.28,1
7917,832.17,0.41,1.74,117.58,1.11,723.99,1
7918,900.27,0.26,1.44,117.23,1.27,648.19,2
7919,769.27,0.4,2.16,117.81,1.08,830.81,0
7920,672.21,0.45,2.34,117.58,1.32,786.49,3
7921,715.42,0.46,2.68,117.78,1.24,958.66,5
7922,782.14,0.27,1.44,117.7,1.21,563.14,5
7923,929.21,0.17,1.85,117.92,1.09,859.52,4
7924,724.78,0.29,2.04,117.45,1.29,739.28,3
7925,844.4,0.28,1.86,117.91,1.27,785.29,5
7926,767.0,0.13,1.93,115.26,1.33,740.16,3
7927,696.05,0.16,1.8,115.04,1.09,626.44,1
7928,785.87,0.16,1.38,114.74,1.21,542.25,5
7929,783.29,0.18,0.93,115.14,1.26,364.23,0
7930,695.35,0.49,1.47,116.47,1.23,511.08,0
7931,827.95,0.35,2.43,116.11,1.15,1005.96,3
7932,828.0,0.32,2.35,114.58,1.23,972.9,0
7933,789.46,0.2,3.0,114.34,1.1,1184.19,2
7934,938.12,0.25,2.28,117.16,0.99,1069.46,1
7935,936.47,0.22,1.5,117.67,1.02,702.35,2
7936,731.06,0.1,2.83,118.59,1.11,1034.45,5
7937,704.14,0.22,2.0,117.98,1.27,704.14,4
7938,801.3,0.19,1.13,118.36,1.17,452.73,0
7939,818.82,0.43,2.2,118.59,1.28,900.7,5
7940,757.69,0.45,2.19,118.33,1.17,829.67,0
7941,778.86,0.44,1.92,117.38,1.4,747.71,0
7942,887.17,0.2,1.92,116.36,1.1,851.68,1
7943,997.08,0.42,1.32,116.04,1.25,658.07,5
7944,702.92,0.3,2.63,114.83,1.23,924.34,1
7945,682.45,0.17,2.74,112.95,1.17,934.96,1
7946,814.33,0.38,2.02,114.18,1.23,822.47,2
7947,782.54,0.49,2.17,113.66,1.11,849.06,3
7948,791.27,0.31,1.77,114.74,1.27,700.27,0
7949,793.35,0.13,2.33,114.36,1.17,924.25,0
7950,856.59,0.37,2.15,114.82,1.01,920.83,2
7951,719.94,0.12,1.63,113.73,1.17,586.75,2
7952,659.36,0.47,2.1,111.98,1.17,692.33,4
7953,685.09,0.48,2.57,112.24,1.02,880.34,1
7954,659.28,0.32,2.53,113.68,1.34,833.99,2
7955,833.39,0.23,2.32,115.4,1.14,966.73,0
7956,731.28,0.47,1.85,116.37,1.28,676.43,5
7957,617.29,0.41,3.01,116.49,1.18,929.02,5
7958,748.55,0.21,2.51,114.92,1.19,939.43,1
7959,774.24,0.23,1.92,114.81,1.18,743.27,2
7960,719.92,0.2,1.51,114.43,1.13,543.54,4
7961,857.77,0.2,0.87,114.43,1.08,373.13,4
7962,817.44,0.22,1.87,113.74,1.24,764.31,5
7963,813.02,0.28,1.45,113.34,1.33,589.44,0
7964,820.81,0.11,1.38,112.09,1.1,566.36,3
7965,759.26,0.11,2.63,111.4,1.08,998.43,4
7966,769.97,0.33,0.59,109.98,1.18,227.14,4
7967,876.97,0.12,1.58,110.13,1.07,692.81,3
7968,721.32,0.31,2.32,110.33,1.27,836.73,4
7969,661.6,0.37,2.49,109.59,1.19,823.69,4
7970,652.56,0.11,1.42,109.19,1.08,463.32,3
7971,908.16,0.13,1.97,108.8,1.17,894.54,5
7972,830.47,0.26,1.64,108.8,1.08,680.99,3
7973,864.38,0.3,1.61,108.3,1.22,695.83,5
7974,843.51,0.18,2.16,109.87,1.2,910.99,2
7975,526.65,0.32,2.03,108.33,1.29,534.55,1
7976,786.13,0.24,2.08,110.55,1.0,817.58,1
7977,657.11,0.4,1.92,110.36,1.25,630.83,1
7978,869.37,0.42,1.66,109.19,1.19,721.58,2
7979,724.93,0.31,1.76,108.87,1.11,637.94,5
7980,749.06,0.26,1.61,110.15,1.21,602.99,2
7981,911.77,0.46,2.42,108.46,1.34,1103.24,2
7982,756.31,0.19,1.67,109.1,1.11,631.52,5
7983,854.91,0.44,1.94,108.29,1.24,829.26,0
7984,734.41,0.43,1.41,107.71,1.28,517.76,0
7985,606.87,0.24,1.14,107.93,1.17,345.92,3
7986,896.85,0.49,1.97,108.51,1.09,883.4,0
7987,882.32,0.44,2.33,107.32,1.15,1027.9,2
7988,737.73,0.18,2.03,106.97,1.12,748.8,4
7989,707.3,0.45,2.11,106.5,1.29,746.2,5
7990,801.04,0.21,2.56,106.43,1.04,1025.33,1
7991,832.03,0.45,2.33,104.93,1.2,969.31,5
7992,844.18,0.21,2.46,104.46,1.37,1038.34,4
7993,745.45,0.34,2.21,103.48,1.16,823.72,5
7994,703.85,0.46,1.49,103.41,1.33,524.37,0
7995,847.28,0.28,1.99,103.11,1.11,843.04,0
7996,845.26,0.27,2.15,104.58,1.25,908.65,0
7997,812.88,0.28,2.03,104.98,1.2,825.07,0
7998,538.92,0.28,2.91,104.82,1.33,784.13,3
7999,829.38,0.45,2.02,106.59,1.17,837.67,0
8000,730.33,0.24,2.28,105.24,1.05,832.58,2
8001,937.1,0.4,2.43,105.96,1.13,1138.58,5
8002,906.84,0.14,2.83,105.13,1.25,1283.18,4
8003,760.81,0.34,1.45,105.64,1.23,551.59,5
8004,929.87,0.5,1.62,105.42,1.0,753.19,2
8005,770.19,0.21,3.21,103.72,1.11,1236.15,2
8006,849.94,0.11,2.15,103.33,1.4,913.69,1
8007,826.21,0.19,2.38,103.2,1.3,983.19,4
8008,654.93,0.24,1.19,102.38,1.29,389.68,4
8009,745.25,0.2,1.98,103.21,1.25,737.8,2
8010,885.21,0.15,1.82,102.54,1.04,805.54,0
8011,783.11,0.45,2.29,101.28,1.2,896.66,5
8012,773.81,0.32,1.85,101.62,1.24,715.77,3
8013,679.22,0.14,1.88,101.59,1.24,638.47,1
8014,707.4,0.47,1.02,101.26,1.05,360.77,4
8015,680.62,0.12,1.59,99.58,1.17,541.09,3
8016,893.07,0.21,1.73,100.49,1.06,772.51,3
8017,743.75,0.49,2.0,100.39,1.28,743.75,0
8018,879.13,0.11,1.87,100.67,1.41,821.99,0
8019,808.02,0.13,1.88,100.28,1.14,759.54,2
8020,842.96,0.19,1.94,99.29,1.24,817.67,1
8021,852.14,0.4,1.16,97.95,1.26,494.24,0
8022,893.98,0.19,2.44,97.92,1.17,1090.66,4
8023,676.49,0.32,2.97,97.03,1.12,1004.59,3
8024,956.19,0.34,1.31,97.87,1.09,626.3,2
8025,778.99,0.31,2.32,96.63,1.2,903.63,4
8026,760.13,0.14,1.93,96.35,1.27,733.53,3
8027,712.42,0.28,2.12,95.9,1.18,755.17,5
8028,736.14,0.37,1.8,96.22,1.31,662.53,2
8029,755.72,0.16,2.19,96.69,1.05,827.51,5
8030,764.97,0.26,1.22,96.09,1.28,466.63,5
8031,763.74,0.4,1.95,96.21,1.21,744.65,5
8032,692.92,0.45,1.87,96.67,1.29,647.88,2
8033,743.63,0.33,2.06,97.04,1.07,765.94,0
8034,1087.51,0.1,2.12,97.56,1.34,1152.76,2
8035,557.04,0.24,2.25,97.05,1.24,626.67,0
8036,697.24,0.14,2.06,96.69,1.22,718.16,1
8037,743.58,0.44,3.1,96.23,1.37,1152.55,1
8038,826.06,0.18,1.78,95.89,1.15,735.19,4
8039,684.96,0.49,1.71,95.4,1.14,585.64,5
8040,911.53,0.37,2.27,96.49,1.24,1034.59,5
8041,887.4,0.2,1.51,97.61,1.18,669.99,5
8042,946.07,0.2,2.19,97.33,1.29,1035.95,0
8043,724.1,0.47,1.99,97.92,1.15,720.48,3
8044,732.34,0.18,2.9,97.18,1.14,1061.89,3
8045,814.75,0.18,2.41,96.43,1.19,981.77,1
8046,783.5,0.5,1.64,95.46,1.06,642.47,1
8047,936.52,0.4,1.52,95.88,1.28,711.76,2
8048,680.72,0.37,1.81,95.97,1.13,616.05,4
8049,806.98,0.15,2.08,94.32,1.08,839.26,0
8050,933.72,0.13,2.39,94.26,1.2,1115.8,3
8051,984.67,0.42,1.77,95.66,1.16,871.43,0
8052,803.79,0.48,1.86,96.93,1.1,747.52,5
8053,980.56,0.37,1.95,97.02,1.31,956.05,3
8054,853.77,0.48,2.2,96.65,1.16,939.15,3
8055,505.19,0.33,2.2,97.36,1.13,555.71,3
8056,716.25,0.3,1.73,96.23,1.31,619.56,3
8057,906.83,0.12,2.61,93.56,1.12,1183.41,2
8058,937.85,0.39,2.12,93.57,1.15,994.12,0
8059,870.76,0.13,1.4,92.93,1.21,609.53,2
8060,657.47,0.44,1.44,90.62,1.1,473.38,5
8061,803.55,0.31,2.24,90.18,1.14,899.98,0
8062,648.77,0.3,1.41,88.62,1.2,457.38,3
8063,755.2,0.42,1.99,88.33,1.22,751.42,3
8064,672.46,0.44,2.32,86.76,1.33,780.05,0
8065,827.6,0.41,2.32,87.98,1.21,960.02,5
8066,765.4,0.4,2.32,88.36,1.05,887.86,2
8067,821.47,0.13,2.24,88.6,1.0,920.05,3
8068,692.93,0.4,1.71,88.88,1.09,592.46,4
8069,651.45,0.37,1.14,88.44,1.39,371.33,4
8070,628.25,0.4,1.26,87.3,1.19,395.8,3
8071,840.88,0.37,1.4,85.33,1.07,588.62,5
8072,916.19,0.12,1.16,85.39,1.2,531.39,4
8073,804.92,0.29,1.79,85.88,1.06,720.4,2
8074,729.32,0.49,0.91,84.5,0.99,331.84,1
8075,759.33,0.49,2.05,84.19,1.25,778.31,1
8076,750.5,0.34,2.24,84.88,1.14,840.56,1
8077,675.78,0.16,2.0,86.77,1.21,675.78,2
8078,868.48,0.13,2.37,85.67,1.35,1029.15,3
8079,760.82,0.12,1.83,85.4,0.98,696.15,0
8080,616.25,0.38,1.68,86.21,1.02,517.65,0
8081,918.39,0.14,1.83,86.37,1.39,840.33,5
8082,915.75,0.29,1.86,85.52,1.17,851.65,3
8083,746.12,0.27,1.81,85.43,1.19,675.24,3
8084,1007.8,0.3,2.74,84.62,1.14,1380.69,3
8085,935.49,0.23,2.31,87.03,1.24,1080.49,2
8086,787.02,0.34,1.34,88.76,1.17,527.3,2
8087,896.09,0.46,1.77,88.68,1.17,793.04,2
8088,903.14,0.45,1.41,87.59,1.37,636.71,3
8089,682.77,0.35,2.04,86.84,1.33,696.43,4
8090,800.79,0.27,2.48,87.28,1.15,992.98,1
8091,751.35,0.36,1.96,88.56,1.19,736.32,4
8092,876.45,0.2,1.94,87.17,1.29,850.16,1
8093,723.61,0.28,1.91,87.41,1.25,691.05,0
8094,725.18,0.22,1.85,86.88,0.87,670.79,3
8095,820.29,0.31,1.96,86.76,1.23,803.88,0
8096,843.76,0.41,1.83,85.43,1.25,772.04,5
8097,796.67,0.39,1.91,86.47,1.22,760.82,5
8098,900.39,0.43,2.64,86.68,1.15,1188.51,2
8099,938.36,0.39,1.22,88.06,1.16,572.4,2
8100,896.53,0.28,1.3,88.27,1.33,582.74,0
8101,680.32,0.38,1.42,89.3,1.19,483.03,3
8102,849.15,0.3,1.21,90.4,1.24,513.74,3
8103,550.31,0.13,2.14,90.35,1.05,588.83,5
8104,797.63,0.14,2.6,91.03,1.4,1036.92,3
8105,809.34,0.11,1.23,90.44,1.15,497.74,0
8106,842.17,0.33,1.62,90.23,1.16,682.16,2
8107,788.88,0.38,1.58,91.61,1.09,623.22,3
8108,790.93,0.2,1.44,90.29,1.26,569.47,0
8109,856.17,0.29,1.86,89.44,1.11,796.24,5
8110,788.81,0.19,1.21,91.14,1.17,477.23,5
8111,511.33,0.11,1.22,92.14,1.2,311.91,5
8112,789.33,0.19,1.87,90.97,1.2,738.02,4
8113,678.17,0.18,1.77,90.48,1.3,600.18,4
8114,761.51,0.13,1.8,90.58,1.2,685.36,3
8115,701.86,0.22,1.53,89.91,1.31,536.92,2
8116,900.79,0.35,2.77,89.21,1.22,1247.59,4
8117,796.04,0.31,2.48,89.45,1.14,987.09,1
8118,822.0,0.23,1.37,88.56,1.28,563.07,3
8119,875.98,0.17,2.17,89.93,1.27,950.44,4
8120,804.82,0.48,2.39,89.8,1.15,961.76,1
8121,870.62,0.26,2.29,91.43,1.18,996.86,2
8122,879.74,0.44,1.98,91.69,1.21,870.94,5
8123,848.12,0.21,1.4,90.98,1.27,593.68,0
8124,885.7,0.23,1.83,90.15,1.29,810.42,1
8125,848.45,0.37,1.68,89.83,1.25,712.7,5
8126,862.82,0.32,2.15,89.62,1.2,927.53,5
8127,899.73,0.33,1.51,91.2,1.14,679.3,3
8128,763.53,0.18,1.73,92.39,1.25,660.45,4
8129,845.37,0.4,2.3,92.73,1.22,972.18,4
8130,766.71,0.13,2.09,90.43,1.14,801.21,3
8131,920.26,0.47,1.8,90.63,1.21,828.23,1
8132,696.19,0.42,1.96,92.72,1.15,682.27,2
8133,885.81,0.34,2.58,92.21,1.08,1142.69,3
8134,718.28,0.14,0.9,92.37,1.26,323.23,5
8135,812.33,0.1,2.08,91.78,1.1,844.82,0
8136,813.14,0.28,2.32,91.64,1.13,943.24,5
8137,740.67,0.22,2.5,91.18,1.18,925.84,3
8138,964.67,0.2,1.92,91.7,1.04,926.08,2
8139,860.28,0.44,1.56,91.8,1.13,671.02,4
8140,1046.28,0.27,1.87,91.06,1.2,978.27,5
8141,574.64,0.36,1.78,91.62,1.12,511.43,2
8142,834.47,0.21,1.59,92.97,1.19,663.4,5
8143,731.84,0.36,1.91,92.27,1.13,698.91,5
8144,658.43,0.31,1.66,92.61,1.12,546.5,0
8145,824.42,0.46,1.99,94.21,1.26,820.3,2
8146,704.05,0.49,1.4,93.16,1.28,492.83,3
8147,857.6,0.24,1.28,92.15,1.25,548.86,0
8148,978.64,0.11,1.65,91.37,1.18,807.38,4
8149,714.77,0.33,0.69,92.17,1.31,246.6,1
8150,714.52,0.28,2.52,91.28,1.24,900.3,5
8151,936.67,0.31,1.67,91.23,1.37,782.12,3
8152,917.57,0.13,2.33,89.93,1.34,1068.97,3
8153,903.3,0.33,1.97,90.34,1.35,889.75,3
8154,888.14,0.37,0.82,88.98,1.09,364.14,4
8155,724.41,0.38,2.29,88.76,1.18,829.45,5
8156,782.04,0.13,1.25,87.63,1.24,488.78,1
8157,769.7,0.13,1.91,87.14,1.28,735.06,3
8158,642.34,0.35,2.3,88.07,1.21,738.69,2
8159,834.38,0.15,1.24,89.15,1.2,517.32,2
8160,804.24,0.21,1.48,90.22,1.23,595.14,4
8161,865.36,0.32,1.44,92.14,1.31,623.06,2
8162,736.96,0.47,1.93,91.08,1.18,711.17,0
8163,902.62,0.17,1.1,90.63,1.12,496.44,5
8164,711.7,0.46,1.61,89.57,1.19,572.92,2
8165,716.68,0.5,1.9,88.14,1.28,680.85,1
8166,693.32,0.31,2.27,88.33,1.17,786.92,4
8167,939.96,0.23,2.06,87.51,1.3,968.16,4
8168,861.47,0.1,2.3,87.56,1.29,990.69,1
8169,712.7,0.41,2.43,87.8,1.17,865.93,4
8170,601.32,0.27,2.43,87.56,1.13,730.6,2
8171,855.98,0.4,1.99,88.18,1.21,851.7,3
8172,764.58,0.37,2.34,88.87,1.15,894.56,3
8173,734.84,0.2,1.84,89.78,1.16,676.05,5
8174,891.59,0.46,1.96,89.29,1.23,873.76,1
8175,863.64,0.36,1.62,89.52,1.26,699.55,5
8176,794.97,0.17,1.65,89.12,1.08,655.85,0
8177,791.14,0.31,2.13,90.5,1.22,842.56,0
8178,798.79,0.45,1.9,87.93,1.07,758.85,1
8179,931.86,0.33,2.09,88.17,1.2,973.79,3
8180,830.91,0.42,1.32,89.41,1.19,548.4,2
8181,577.42,0.2,1.89,89.14,1.04,545.66,4
8182,840.71,0.41,1.93,89.49,1.22,811.29,5
8183,835.55,0.16,2.13,89.92,1.24,889.86,1
8184,958.68,0.22,1.98,88.8,1.3,949.09,4
8185,841.65,0.28,1.63,89.27,1.24,685.94,4
8186,857.38,0.34,1.65,89.13,1.18,707.34,0
8187,807.11,0.38,1.61,89.38,1.21,649.72,1
8188,737.6,0.42,2.64,87.63,1.19,973.63,2
8189,718.56,0.33,1.85,87.53,1.24,664.67,2
8190,795.04,0.27,1.79,88.82,1.16,711.56,4
8191,855.38,0.25,1.98,87.78,1.23,846.83,5
8192,707.68,0.43,1.49,89.91,1.11,527.22,5
8193,826.83,0.12,1.32,90.87,1.17,545.71,1
8194,741.17,0.13,1.62,89.96,1.12,600.35,2
8195,902.62,0.45,1.85,90.86,1.1,834.92,0
8196,787.42,0.34,2.07,88.79,1.19,814.98,3
8197,819.74,0.46,0.82,87.68,1.3,336.09,1
8198,872.79,0.12,2.12,88.38,1.37,925.16,5
8199,906.45,0.2,1.77,87.73,1.25,802.21,2
8200,861.94,0.45,1.85,88.48,1.13,797.29,3
8201,719.47,0.12,1.46,87.38,1.25,525.21,2
8202,844.39,0.16,1.72,87.86,1.24,726.18,3
8203,852.49,0.36,2.21,87.61,1.17,942.0,3
8204,765.28,0.26,1.67,86.9,1.21,639.01,2
8205,812.18,0.14,1.16,88.97,1.05,471.06,5
8206,719.3,0.18,2.22,89.49,1.3,798.42,2
8207,876.31,0.45,1.73,89.5,1.23,758.01,3
8208,818.93,0.33,2.08,89.32,1.25,851.69,2
8209,857.62,0.41,1.89,90.33,1.02,810.45,0
8210,899.94,0.15,2.65,88.15,1.18,1192.42,1
8211,756.18,0.43,1.37,89.76,1.34,517.98,3
8212,825.61,0.1,1.92,90.15,1.32,792.59,5
8213,858.27,0.33,2.81,92.25,1.26,1205.87,4
8214,756.79,0.37,1.63,92.41,1.33,616.78,0
8215,734.93,0.35,2.15,91.84,1.32,790.05,5
8216,824.29,0.41,1.95,90.87,1.23,803.68,3
8217,486.09,0.31,2.29,89.82,1.13,556.57,3
8218,722.09,0.2,2.04,89.79,1.25,736.53,5
8219,837.32,0.13,1.01,88.17,1.28,422.85,3
8220,691.85,0.21,1.38,89.81,1.1,477.38,5
8221,928.0,0.45,2.01,91.24,1.26,932.64,4
8222,884.39,0.31,2.45,90.38,1.15,1083.38,4
8223,836.72,0.39,2.46,88.86,1.19,1029.17,2
8224,850.18,0.38,2.34,91.21,1.17,994.71,1
8225,875.58,0.47,2.75,92.44,1.12,1203.92,5
8226,879.82,0.45,2.51,92.11,1.2,1104.17,5
8227,851.24,0.38,1.88,93.49,1.04,800.17,1
8228,878.2,0.3,2.21,94.24,1.22,970.41,1
8229,862.84,0.22,2.58,92.28,1.38,1113.06,1
8230,656.11,0.45,1.62,92.87,0.99,531.45,1
8231,736.78,0.17,2.95,92.67,1.24,1086.75,4
8232,804.5,0.33,2.79,91.43,1.19,1122.28,1
8233,885.22,0.24,2.09,90.59,1.2,925.05,5
8234,857.46,0.32,2.49,88.24,1.19,1067.54,0
8235,931.65,0.46,2.74,87.38,1.19,1276.36,5
8236,877.02,0.41,2.01,86.8,1.08,881.41,3
8237,807.33,0.23,2.44,85.63,1.03,984.94,5
8238,793.89,0.39,1.91,85.77,1.15,758.16,2
8239,836.59,0.11,2.1,86.72,1.22,878.42,1
8240,996.03,0.45,2.26,87.22,1.1,1125.51,5
8241,758.93,0.3,1.88,85.77,1.17,713.39,2
8242,888.34,0.43,1.71,85.41,1.18,759.53,5
8243,854.15,0.36,1.94,87.55,1.13,828.53,3
8244,737.33,0.34,1.58,87.38,1.17,582.49,5
8245,693.33,0.44,1.29,88.51,1.26,447.2,1
8246,1002.44,0.36,2.12,86.95,1.22,1062.59,4
8247,691.56,0.43,2.52,85.99,1.12,871.37,5
8248,739.26,0.49,1.91,85.47,1.17,705.99,5
8249,786.41,0.46,1.68,86.84,1.32,660.58,1
8250,885.49,0.3,2.17,87.34,1.27,960.76,3
8251,774.38,0.24,1.82,86.57,1.27,704.69,1
8252,749.21,0.27,1.97,86.93,1.03,737.97,1
8253,754.92,0.12,1.86,88.23,1.12,702.08,0
8254,849.9,0.5,1.99,89.36,1.23,845.65,0
8255,748.68,0.28,1.55,89.27,1.14,580.23,3
8256,757.85,0.27,1.68,90.02,1.28,636.59,5
8257,690.16,0.45,2.65,91.53,1.18,914.46,1
8258,722.05,0.23,2.33,91.64,1.26,841.19,3
8259,781.62,0.14,2.49,91.0,1.24,973.12,1
8260,906.29,0.39,2.53,89.55,1.15,1146.46,4
8261,721.51,0.49,2.92,91.1,1.09,1053.4,5
8262,887.93,0.45,2.98,91.11,1.39,1323.02,3
8263,748.69,0.44,1.92,89.99,1.15,718.74,5
8264,658.37,0.36,1.79,88.63,1.19,589.24,5
8265,782.69,0.45,1.9,87.21,1.37,743.56,4
8266,782.37,0.28,2.1,86.72,1.11,821.49,0
8267,932.58,0.19,1.53,87.45,1.1,713.42,0
8268,773.11,0.3,2.21,85.58,1.03,854.29,5
8269,753.76,0.3,1.89,86.38,1.02,712.3,1
8270,949.04,0.29,2.29,86.61,1.32,1086.65,2
8271,829.18,0.31,1.98,86.2,1.1,820.89,1
8272,824.13,0.2,1.83,87.45,1.23,754.08,2
8273,930.36,0.36,2.88,87.85,1.13,1339.72,4
8274,789.56,0.4,2.45,87.88,1.21,967.21,1
8275,758.69,0.41,2.12,87.82,1.12,804.21,5
8276,670.55,0.44,2.01,88.66,1.34,673.9,3
8277,767.12,0.41,1.43,88.13,1.02,548.49,2
8278,844.53,0.33,2.09,89.71,1.12,882.53,3
8279,754.72,0.35,2.3,90.58,1.14,867.93,3
8280,792.73,0.2,1.94,91.21,1.33,768.95,2
8281,849.46,0.34,2.17,91.97,1.23,921.66,1
8282,840.03,0.49,2.17,90.6,1.23,911.43,4
8283,852.48,0.18,1.78,91.63,1.22,758.71,0
8284,964.41,0.29,1.25,92.34,1.18,602.76,5
8285,880.1,0.37,1.46,92.67,1.49,642.47,4
8286,864.49,0.21,1.73,92.93,1.12,747.78,3
8287,640.69,0.45,2.23,92.83,1.22,714.37,1
8288,720.85,0.19,1.64,93.51,1.25,591.1,4
8289,660.67,0.21,2.62,95.83,1.07,865.48,4
8290,764.3,0.38,1.99,95.5,1.19,760.48,0
8291,831.09,0.11,2.41,96.03,1.28,1001.46,4
8292,815.56,0.22,1.83,96.76,1.14,746.24,0
8293,814.28,0.11,1.84,98.34,1.2,749.14,5
8294,919.64,0.4,2.97,98.81,1.19,1365.67,2
8295,778.77,0.14,2.03,99.6,1.18,790.45,0
8296,661.15,0.4,2.11,99.75,1.06,697.51,3
8297,922.81,0.15,1.98,98.18,1.23,913.58,0
8298,807.32,0.39,1.92,96.32,1.33,775.03,5
