machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
9008,106.74,197.53,52.45,34.2,103.66,20.2,2853.64,4
9009,93.97,208.96,50.44,28.65,144.53,20.94,3339.2,2
9010,109.67,191.0,53.64,28.45,61.31,23.52,3054.74,1
9011,118.07,203.8,47.63,26.07,121.29,22.63,3241.82,2
9012,82.13,215.39,48.21,27.61,126.56,20.25,2577.0,0
9013,92.95,207.37,51.58,31.27,110.1,23.24,2964.1,1
9014,95.82,195.42,45.51,23.15,77.13,17.01,2945.42,1
9015,103.16,202.35,52.61,31.0,127.54,16.71,3263.73,1
9016,117.34,204.92,56.61,26.93,89.6,22.71,3073.79,1
9017,95.71,184.48,55.89,28.77,83.99,21.46,2946.24,2
9018,88.72,218.59,56.27,29.3,139.67,18.26,3183.55,5
9019,93.73,195.95,48.33,27.78,148.02,20.39,2982.01,3
9020,102.39,201.17,52.49,31.95,114.28,23.28,2974.34,3
9021,115.38,208.95,50.47,25.67,115.4,19.76,3136.75,4
9022,103.08,182.28,46.97,31.19,119.38,22.12,3501.69,0
9023,101.26,192.04,50.88,34.4,139.76,19.19,2738.35,3
9024,110.94,184.74,41.89,35.04,105.56,14.31,3064.75,5
9025,102.26,218.94,48.65,30.42,119.42,20.08,3386.49,3
9026,98.71,205.45,45.11,24.76,53.8,19.52,3237.02,2
9027,109.14,190.85,48.91,36.34,76.88,18.82,3178.51,4
9028,118.2,203.85,43.56,27.46,100.04,23.69,3173.92,4
9029,101.97,197.92,52.66,28.6,74.45,19.13,3121.07,4
9030,97.12,203.77,47.06,31.59,137.92,22.91,3214.13,2
9031,88.25,189.16,48.4,31.0,95.67,19.45,3050.19,0
9032,114.05,217.46,43.59,32.04,93.71,23.03,3210.53,3
9033,94.27,198.99,52.47,31.87,134.84,16.12,2917.44,1
9034,121.19,194.61,48.74,26.25,78.14,19.77,2908.42,1
9035,101.2,193.53,56.92,30.96,109.67,20.79,2765.25,1
9036,112.75,205.05,57.68,33.12,100.56,20.35,2804.7,2
9037,99.39,215.77,52.83,27.49,61.67,15.29,2964.03,1
9038,109.63,190.82,50.04,27.59,112.63,18.46,2982.1,0
9039,110.82,206.19,51.74,30.56,81.41,19.09,2993.02,2
9040,101.68,212.1,48.66,28.23,81.4,18.48,3088.21,0
9041,89.18,203.28,47.07,31.62,116.2,20.79,3086.87,3
9042,91.74,192.29,51.99,28.7,124.52,19.07,2789.89,1
9043,111.81,183.15,48.09,34.68,74.64,22.17,3039.68,4
9044,119.88,186.54,46.59,29.74,70.67,22.67,2710.16,4
9045,98.6,189.22,52.12,31.1,61.07,17.4,2921.04,1
9046,117.79,197.07,55.81,30.37,95.14,18.97,3108.02,1
9047,79.57,217.41,49.27,28.41,93.59,21.2,3041.28,5
9048,95.83,214.44,43.05,29.01,114.18,19.06,3325.16,0
9049,94.96,201.39,34.14,30.41,144.35,18.01,3091.18,3
9050,99.0,200.19,54.37,26.31,135.43,21.94,2970.54,4
9051,98.38,196.61,58.24,29.0,79.59,17.38,2873.94,1
9052,99.4,211.51,53.93,28.74,96.17,18.3,2911.09,1
9053,99.8,202.36,45.5,28.79,139.45,16.35,3167.85,0
9054,108.32,217.08,51.72,24.61,125.41,24.09,2811.08,4
9055,107.6,195.03,53.98,31.58,68.55,20.56,3365.18,3
9056,91.96,210.3,50.67,26.28,55.72,17.08,3595.98,1
9057,75.48,207.77,50.8,28.7,56.83,20.22,2973.61,5
9058,93.13,207.65,48.06,29.31,77.27,18.59,2935.89,0
9059,100.31,213.56,43.91,30.13,121.01,17.73,2857.92,1
9060,102.85,180.92,48.12,32.47,136.38,22.54,2898.96,0
9061,101.02,207.77,48.98,29.69,125.74,22.22,3059.22,0
9062,98.35,193.69,45.99,28.03,91.45,19.9,2732.1,4
9063,86.64,180.77,53.76,31.89,51.95,18.73,3001.16,5
9064,115.26,202.05,52.46,30.29,106.63,20.25,3017.61,4
9065,95.57,213.25,42.03,30.1,55.74,18.88,3077.06,2
9066,90.82,214.59,49.9,34.43,85.51,16.34,3282.41,4
9067,101.17,188.69,58.47,29.71,72.59,13.75,2984.04,4
9068,100.47,203.61,48.68,26.98,134.1,20.74,2939.11,0
9069,106.11,184.51,40.4,31.33,93.15,23.68,3165.22,3
9070,96.11,181.36,50.49,29.38,52.32,16.02,2969.06,5
9071,105.68,185.91,41.09,29.24,119.42,19.55,2931.74,1
9072,97.5,215.87,49.11,28.59,116.27,21.9,2740.5,2
9073,92.14,212.96,39.19,30.8,128.24,18.72,3137.8,4
9074,119.9,192.61,46.82,31.24,107.78,23.06,3312.12,2
9075,86.6,218.79,50.87,29.85,83.02,20.32,3040.34,5
9076,99.57,211.54,46.4,28.2,112.76,24.35,2756.77,3
9077,96.0,201.46,47.99,29.0,135.48,21.26,3351.07,4
9078,105.74,196.84,42.13,24.71,98.08,22.21,3249.54,1
9079,100.68,187.32,43.83,27.78,106.79,20.65,3006.52,0
9080,95.5,199.2,55.75,28.16,141.1,16.79,2933.14,5
9081,94.07,209.69,59.17,24.66,78.21,17.53,2893.82,2
9082,99.36,203.8,52.09,28.96,100.16,22.02,3005.91,1
9083,92.99,194.64,47.25,25.71,111.37,23.48,2727.54,0
9084,92.35,192.76,56.05,31.86,136.43,20.38,3241.29,5
9085,92.94,209.55,44.46,26.31,130.77,17.68,2906.21,5
9086,98.12,209.93,46.09,32.49,52.4,19.29,3350.22,3
9087,105.1,186.11,65.79,27.98,94.48,17.39,3087.82,5
9088,94.86,198.13,51.61,31.44,118.82,20.07,3171.66,1
9089,96.63,219.62,55.41,30.37,120.1,19.61,3118.31,0
9090,103.82,200.67,56.6,27.63,128.17,16.15,3032.38,3
9091,111.57,197.89,47.37,30.69,55.16,21.6,3008.38,0
9092,99.63,205.69,41.55,30.13,137.44,21.75,2903.66,5
9093,101.55,193.48,51.02,30.24,57.62,19.51,3537.13,3
9094,90.23,182.9,52.28,31.92,108.62,19.26,2862.53,4
9095,84.64,208.9,43.85,26.92,141.62,15.9,2705.25,0
9096,120.82,193.77,51.03,33.67,134.46,17.85,3239.96,2
9097,99.38,199.46,50.18,30.29,78.11,16.81,3014.09,1
9098,115.81,187.09,47.8,36.17,87.48,21.21,2947.63,1
9099,98.36,190.76,52.79,32.68,78.25,21.93,2878.71,3
9100,91.87,212.54,44.36,29.92,93.32,18.36,2792.24,1
9101,109.78,196.8,51.18,32.01,72.95,21.01,2998.68,5
9102,98.49,207.25,54.1,20.27,84.33,20.03,2868.67,4
9103,100.92,192.01,48.11,28.95,144.31,18.87,3130.51,2
9104,100.39,193.34,44.99,28.0,148.13,18.25,3052.42,3
9105,115.43,203.74,46.73,28.95,129.33,23.5,2872.91,4
9106,88.92,198.83,52.03,33.16,92.89,19.71,2859.32,2
9107,99.47,203.61,47.11,31.34,66.79,19.9,3009.42,3
9108,85.23,200.59,56.36,23.38,128.77,20.17,2765.46,4
9109,108.57,206.4,35.3,30.42,56.76,21.14,3113.36,4
9110,104.87,202.39,55.67,30.63,92.82,19.27,2901.4,0
9111,103.24,194.11,55.12,26.16,131.24,21.74,2659.58,1
9112,104.37,194.66,60.11,28.36,137.33,16.65,2783.38,3
9113,108.3,203.68,50.21,29.03,78.79,22.38,2958.49,5
9114,111.16,218.97,46.16,33.57,70.77,22.81,3188.95,1
9115,89.03,191.63,47.75,31.95,135.38,22.23,2936.02,4
9116,98.87,189.78,51.02,38.3,106.49,15.89,2893.29,2
9117,107.95,183.08,54.08,29.39,90.65,21.8,2935.82,2
9118,98.47,196.37,46.16,26.22,85.64,22.18,3201.49,3
9119,102.46,181.75,56.58,24.27,97.16,21.26,3248.19,2
9120,102.25,199.63,51.17,33.96,122.02,19.88,2953.18,2
9121,103.53,214.93,52.03,33.64,132.8,21.71,2755.44,3
9122,112.26,211.15,52.39,26.36,62.1,20.15,3060.75,3
9123,107.75,204.66,41.48,25.04,131.13,18.46,3006.32,5
9124,93.95,185.48,47.56,27.45,121.49,19.2,2705.21,5
9125,114.05,194.01,48.22,28.45,50.08,20.43,3142.48,3
9126,100.64,199.18,50.24,31.56,139.78,22.22,3141.67,2
9127,92.62,194.51,47.32,27.24,124.27,18.44,2968.12,2
9128,122.39,196.5,55.18,29.68,54.95,20.46,2980.23,3
9129,89.53,203.34,41.57,27.87,113.46,19.52,2865.93,5
9130,98.86,217.94,42.42,27.28,142.37,20.83,2740.43,4
9131,113.27,201.69,50.87,35.2,102.39,19.71,3042.9,3
9132,107.91,203.55,50.5,29.05,85.55,18.99,2836.81,0
9133,120.6,191.66,53.88,29.52,105.69,20.89,2672.82,0
9134,117.35,187.44,49.3,28.39,60.63,23.26,2692.4,2
9135,103.55,197.22,49.4,29.96,110.35,17.16,2832.64,5
9136,97.64,180.32,45.49,25.13,60.56,13.31,2554.09,2
9137,99.74,197.62,46.09,28.79,128.09,19.43,2860.62,5
9138,102.59,198.26,49.33,27.22,87.08,20.39,2957.35,4
9139,90.6,188.89,55.49,26.88,109.51,17.13,2831.82,3
9140,103.51,181.29,53.63,39.41,63.4,19.37,2854.28,5
9141,102.85,212.87,40.46,25.93,100.37,22.32,2899.26,1
9142,122.27,209.4,56.5,28.67,125.21,19.82,3327.48,5
9143,89.94,201.22,44.54,33.11,66.88,18.34,2726.89,4
9144,102.21,196.63,57.79,31.43,102.82,19.78,2979.03,1
9145,89.17,192.02,47.25,28.15,96.36,20.57,2670.76,1
9146,97.79,216.63,57.61,31.54,88.21,21.15,2649.08,1
9147,94.58,213.22,48.76,32.44,91.18,19.75,3022.19,1
9148,91.65,207.73,53.14,29.85,119.38,15.01,3114.29,1
9149,92.0,218.04,48.81,33.94,127.16,16.5,2698.15,2
9150,111.22,183.48,52.36,31.7,123.35,25.08,2711.33,0
9151,100.22,192.02,46.08,26.28,66.64,17.83,2688.78,2
9152,91.77,213.52,47.77,31.57,101.24,17.96,2649.54,0
9153,98.66,193.82,44.49,30.84,119.25,21.47,2544.63,3
9154,100.0,182.23,43.11,31.57,57.16,19.45,3159.61,2
9155,115.98,185.06,44.68,34.35,55.96,26.66,3168.65,4
9156,90.69,209.1,52.48,29.06,129.84,20.65,3469.13,1
9157,87.52,217.55,55.5,30.43,149.44,19.65,3082.29,3
9158,94.25,191.58,44.07,31.98,50.36,18.16,3206.09,2
9159,109.92,204.03,55.18,28.99,60.27,21.27,2988.91,3
9160,93.32,214.69,43.06,37.08,67.53,23.13,3044.23,4
9161,108.26,210.77,47.64,30.74,73.74,19.21,2879.01,1
9162,99.71,216.96,47.55,27.52,95.25,18.9,3122.49,5
9163,102.3,206.79,52.73,30.41,59.01,19.51,3073.82,2
9164,104.52,213.83,55.43,29.24,121.52,19.21,2772.84,5
9165,106.47,193.28,50.39,28.53,74.89,20.31,3203.66,4
9166,86.84,183.6,47.34,29.84,76.39,20.24,2795.55,2
9167,96.66,219.49,47.59,32.62,145.56,23.7,2991.96,0
9168,101.2,202.58,46.71,33.1,64.85,19.22,3367.0,3
9169,77.84,192.59,50.6,30.42,126.75,19.6,2941.8,4
9170,77.61,204.02,45.97,23.51,134.19,18.03,2955.13,0
9171,97.59,190.98,51.22,33.4,100.36,21.6,2911.54,1
9172,103.14,202.06,51.24,30.78,73.71,26.13,2775.54,0
9173,96.86,184.1,47.72,36.84,119.54,24.19,3092.33,5
9174,95.48,200.86,49.69,28.46,101.08,17.25,3155.47,5
9175,116.66,218.01,49.63,31.83,120.21,21.6,2558.76,4
9176,109.03,214.71,53.27,27.22,131.71,16.6,3018.66,0
9177,93.62,197.03,51.43,27.82,67.01,18.94,2814.96,1
9178,104.85,183.74,45.44,32.07,92.69,19.55,2818.65,5
9179,97.42,191.48,49.76,31.27,90.29,23.42,3125.34,2
9180,120.49,215.93,51.67,29.43,99.14,22.29,2680.28,5
9181,123.03,195.83,43.43,30.86,137.53,21.76,3269.45,2
9182,97.48,192.06,48.41,26.11,114.02,19.22,3167.87,2
9183,81.61,208.17,40.75,35.42,148.31,21.14,2994.94,0
9184,109.04,185.92,53.66,26.09,86.44,19.36,2797.01,4
9185,105.87,191.68,61.71,31.74,56.54,22.3,2910.81,3
9186,95.38,189.33,48.52,28.73,144.37,22.07,2925.55,4
9187,99.89,213.14,56.17,33.86,105.1,20.96,2872.21,5
9188,98.25,209.31,52.46,27.82,83.16,20.91,2888.78,1
9189,107.46,219.5,52.25,32.66,123.5,20.38,2549.95,3
9190,106.48,218.49,54.94,24.91,87.66,16.06,3055.22,4
9191,94.36,219.88,45.4,28.81,114.49,19.54,2921.82,3
9192,103.92,209.32,51.64,29.8,134.19,22.02,3048.9,4
9193,102.26,181.25,53.44,31.69,111.82,18.29,2725.76,2
9194,117.07,215.32,50.66,33.14,109.64,17.89,3075.29,0
9195,95.53,184.08,55.09,26.48,139.7,19.94,2796.79,3
9196,95.68,199.05,50.72,26.94,98.4,22.15,2978.5,4
9197,96.69,198.16,51.63,33.6,130.72,22.45,2983.18,3
9198,93.36,203.46,48.67,26.51,81.42,18.19,2878.74,0
9199,85.69,213.25,48.3,29.03,65.97,17.53,2865.34,3
9200,114.21,212.49,56.12,27.82,121.83,19.81,3031.41,2
9201,101.31,217.68,54.62,25.54,141.65,21.97,2804.33,5
9202,92.57,210.05,43.4,27.26,84.92,19.18,2979.49,5
9203,106.37,210.77,47.8,31.26,94.34,20.05,3363.41,5
9204,108.03,182.64,45.07,36.99,118.89,18.21,3116.35,2
9205,103.78,217.76,48.46,31.4,131.03,23.23,3098.54,0
9206,91.5,210.31,51.33,33.27,59.03,22.75,3078.1,0
9207,100.95,191.71,52.57,30.53,107.04,21.92,3156.84,5
9208,93.22,196.41,59.59,33.23,106.03,19.56,2927.58,3
9209,94.01,199.43,61.73,31.47,63.29,21.91,2993.54,0
9210,85.32,187.81,38.85,28.22,75.27,19.33,3663.72,4
9211,104.86,189.8,48.1,30.34,84.98,19.15,2957.57,2
9212,93.66,205.73,53.31,27.78,84.73,20.74,3090.62,3
9213,100.25,187.27,51.21,31.38,70.0,17.93,3115.62,1
9214,93.22,196.86,46.44,32.82,145.25,23.49,3292.94,0
9215,88.65,201.16,45.03,35.0,133.59,18.21,2832.27,0
9216,100.5,182.5,53.08,30.86,82.97,19.03,3354.59,1
9217,92.7,213.04,51.67,32.79,94.39,20.15,3074.44,4
9218,96.27,197.67,52.82,28.01,118.53,20.9,2933.69,2
9219,109.46,189.81,53.49,31.66,130.13,20.09,2766.42,5
9220,109.26,204.19,51.2,25.74,84.36,17.28,3332.82,3
9221,85.23,191.08,51.73,29.45,136.8,19.43,2878.38,3
9222,89.32,215.5,52.86,30.75,52.03,18.09,2872.24,2
9223,94.32,213.31,42.28,30.66,54.29,18.91,2815.69,5
9224,102.45,215.8,55.84,36.94,141.16,18.48,2854.3,2
9225,107.2,197.11,49.45,28.69,69.27,20.33,2655.24,0
9226,90.18,207.82,43.91,28.26,72.84,16.92,3327.4,5
9227,95.9,181.96,50.87,32.16,72.13,22.37,2914.68,4
9228,99.7,207.9,55.12,31.95,63.49,20.13,3079.18,4
9229,99.61,203.93,49.89,30.21,103.85,18.39,3062.99,5
9230,107.75,202.29,52.19,27.2,91.6,19.58,2469.27,3
9231,110.46,191.38,47.78,25.38,138.79,19.11,2999.54,0
9232,105.02,187.27,55.75,28.24,53.93,20.22,3012.54,2
9233,96.98,211.47,42.48,30.68,75.95,23.29,2905.2,0
9234,92.39,180.58,46.73,31.49,123.02,20.46,2917.46,1
9235,105.74,215.65,48.3,34.52,130.99,18.97,3025.72,2
9236,88.67,200.35,53.05,30.33,63.33,21.78,2989.94,3
9237,135.61,193.32,53.69,31.41,68.88,19.19,3039.31,4
9238,97.7,218.96,46.37,30.57,131.76,20.09,3042.49,5
9239,84.28,215.61,49.27,33.37,103.7,23.46,3003.26,4
9240,101.72,184.87,48.96,33.45,113.71,20.7,2978.83,2
9241,108.51,194.16,50.72,29.23,129.63,17.94,2770.6,4
9242,88.53,213.97,44.98,24.89,84.08,20.67,2965.87,1
9243,96.35,191.62,49.92,31.17,144.49,17.09,3156.31,1
9244,97.5,205.19,47.24,25.33,75.87,17.82,3306.84,0
9245,78.52,182.99,51.19,30.47,100.14,20.04,3105.46,4
9246,119.36,207.71,42.85,32.04,52.94,17.84,2869.93,5
9247,107.05,216.89,50.77,31.54,134.09,20.59,2929.33,0
9248,96.22,186.86,42.25,29.08,148.07,23.85,2991.0,3
9249,88.32,189.26,44.82,32.47,74.87,16.88,3224.36,5
9250,108.94,204.19,47.21,32.47,75.57,23.44,2880.1,2
9251,95.48,182.22,52.46,30.02,124.39,18.91,3003.24,1
9252,100.44,214.06,48.79,30.72,50.71,20.59,3087.29,2
9253,103.74,182.09,50.87,32.19,144.16,19.08,2666.97,3
9254,111.57,194.92,51.33,31.78,95.57,20.94,2847.24,5
9255,96.01,209.6,51.36,30.26,56.34,14.76,2890.03,2
9256,81.46,209.44,48.16,31.83,61.98,18.39,2924.7,3
9257,105.21,184.43,46.38,28.62,55.44,17.42,3141.46,0
9258,93.52,211.87,47.3,25.91,53.93,16.64,2938.59,3
9259,104.89,214.23,41.0,35.18,113.71,19.54,2709.07,1
9260,83.17,190.8,52.45,29.75,149.54,22.23,2865.92,3
9261,84.59,207.83,46.7,25.23,73.17,19.81,2941.57,3
9262,84.05,208.04,54.54,31.59,109.46,19.4,3112.73,2
9263,99.75,217.22,41.6,30.22,145.27,16.31,3485.32,0
9264,92.27,199.3,51.61,30.11,85.48,18.62,2604.07,5
9265,97.42,180.7,51.65,30.19,129.87,20.56,2735.29,3
9266,102.31,212.62,43.31,39.54,76.36,16.74,3114.21,3
9267,105.5,208.12,50.58,31.45,71.87,22.53,2765.93,0
9268,102.86,218.81,44.18,29.81,137.15,18.37,2730.62,2
9269,89.55,213.39,57.02,26.67,68.56,21.7,3121.36,1
9270,95.24,184.31,57.74,28.74,143.97,18.85,2691.04,4
9271,94.75,194.97,55.91,29.93,90.1,19.02,3241.28,3
9272,96.92,204.14,47.8,28.91,131.72,19.55,3197.21,3
9273,115.34,217.86,46.37,28.69,66.23,18.1,3149.89,1
9274,112.12,200.73,44.45,27.0,87.55,16.97,3275.08,4
9275,105.64,188.7,47.72,24.93,81.47,23.49,2819.21,1
9276,84.85,185.89,43.57,24.47,76.15,16.64,2993.84,5
9277,97.07,197.58,50.59,33.09,109.34,20.58,2983.07,5
9278,93.86,217.12,55.98,28.07,82.49,23.4,3016.44,5
9279,111.82,195.05,49.11,31.66,137.09,20.08,2928.21,0
9280,97.44,213.75,48.6,32.21,53.84,19.04,2858.68,3
9281,108.42,217.57,49.04,32.01,96.68,21.13,2603.42,3
9282,99.86,195.68,50.97,35.43,74.45,20.13,3211.94,1
9283,85.3,203.82,43.14,32.63,130.77,17.22,3010.64,0
9284,93.84,202.95,51.16,29.71,144.99,22.76,2602.26,0
9285,111.97,202.22,42.8,33.58,72.58,18.0,2955.86,5
9286,100.32,193.27,43.36,32.4,74.93,22.06,2686.5,2
9287,108.17,189.74,58.04,30.68,120.32,20.64,2980.15,3
9288,109.25,217.95,42.57,26.48,98.93,22.55,2846.42,2
9289,110.74,204.08,42.35,28.12,114.52,22.55,3066.93,1
9290,103.5,219.73,49.91,31.41,114.54,22.31,3184.95,5
9291,112.42,219.22,48.35,34.74,145.96,16.89,3187.57,4
9292,100.18,180.05,45.61,28.45,90.96,23.02,2929.44,4
9293,115.45,215.55,43.91,25.87,110.6,19.55,2990.78,1
9294,101.69,217.06,47.53,28.08,107.78,20.68,3251.62,3
9295,112.03,217.81,44.39,27.28,72.14,17.15,2958.97,2
9296,100.32,184.54,47.91,33.39,112.02,23.59,3091.1,1
9297,92.02,187.66,41.93,31.78,97.14,18.3,2854.62,2
9298,96.8,219.08,44.89,30.42,108.33,18.97,3102.63,4
9299,113.9,201.67,46.33,31.29,106.47,19.82,3160.55,0
9300,100.07,202.46,47.83,34.46,132.05,22.0,2675.01,3
9301,94.13,196.09,39.46,30.83,52.44,17.22,2867.01,4
9302,111.07,189.22,64.22,31.9,74.79,20.53,2916.09,1
9303,111.96,203.14,57.97,28.4,111.81,22.3,2887.44,5
9304,117.0,183.2,53.93,27.6,147.15,21.19,2689.46,1
9305,102.05,205.77,39.49,31.85,112.82,21.22,2860.79,2
9306,95.4,216.74,51.14,31.82,65.47,19.93,2889.85,1
9307,94.64,188.53,54.83,30.14,132.2,17.52,2995.5,2
9308,101.51,196.05,42.35,33.09,129.18,21.88,2832.62,5
9309,88.45,190.6,56.39,26.13,123.79,22.54,2895.8,5
9310,80.01,189.79,50.39,29.67,149.98,19.82,2601.11,2
9311,101.15,207.42,47.18,30.91,79.51,18.42,2802.11,2
9312,115.85,215.41,51.25,31.89,119.25,19.13,3176.64,0
9313,106.31,202.03,50.59,28.35,74.15,23.3,3070.42,5
9314,105.28,199.73,52.85,31.7,50.84,20.99,3734.96,3
9315,89.24,180.6,47.74,28.68,67.73,15.47,3143.24,1
9316,116.55,197.68,46.12,27.66,80.84,19.02,2875.7,4
9317,116.9,219.06,43.41,27.17,75.31,21.3,2740.71,4
9318,84.74,181.1,50.73,30.73,72.54,19.3,3068.75,5
9319,111.17,184.29,58.16,30.01,68.7,18.52,3009.98,3
9320,100.5,205.68,42.68,30.39,145.45,20.33,3019.39,2
9321,86.29,218.32,50.31,31.52,92.93,18.73,3045.08,0
9322,101.94,190.75,59.93,29.65,77.7,22.83,3346.85,2
9323,109.36,218.89,47.47,27.95,118.93,20.42,2714.65,5
9324,81.52,202.67,44.35,24.53,149.52,25.22,2970.11,1
9325,91.25,209.63,50.94,32.77,95.33,18.31,3093.3,4
9326,126.82,217.09,51.96,30.24,132.32,16.14,2981.32,4
9327,107.54,210.86,50.94,29.43,85.84,16.84,2759.97,3
9328,99.74,209.37,54.36,32.08,61.81,19.37,2940.05,5
9329,95.53,211.2,51.27,31.09,98.84,21.83,3324.37,5
9330,101.5,208.65,47.3,32.87,103.65,19.1,3026.08,2
9331,88.46,203.21,41.63,31.6,72.59,15.92,2896.19,1
9332,109.99,216.03,47.14,30.35,90.47,18.5,3318.8,0
9333,92.83,215.68,60.82,32.76,131.86,22.65,3181.25,0
9334,92.51,181.9,47.4,28.11,72.68,21.78,3165.52,3
9335,100.13,189.68,57.41,28.31,120.14,22.26,3192.01,0
9336,101.36,217.57,47.16,28.5,62.59,19.07,3222.17,4
9337,86.21,217.33,54.42,32.01,125.74,21.61,2935.54,3
9338,106.84,187.19,49.35,32.06,54.21,20.38,3123.62,2
9339,107.18,205.87,46.83,32.82,74.31,19.09,3289.54,5
9340,114.97,211.85,60.91,33.04,133.83,21.1,3237.66,0
9341,95.73,190.88,48.4,31.61,70.28,20.05,2972.88,4
9342,99.24,218.62,49.94,29.12,59.55,18.6,2802.25,0
9343,117.78,198.16,50.23,29.16,96.47,19.91,2818.33,2
9344,97.15,183.74,47.33,31.08,72.01,17.51,2739.21,4
9345,101.59,181.92,50.7,28.72,63.89,20.65,3303.94,1
9346,107.07,188.39,48.25,34.84,73.23,17.33,2927.38,4
9347,94.84,190.83,47.82,26.64,148.39,20.92,3020.34,1
9348,116.05,200.41,49.89,26.04,110.6,21.62,3178.57,0
9349,107.25,217.95,47.03,28.02,104.81,20.0,2927.17,1
9350,91.21,204.58,55.19,28.37,104.19,20.01,2804.42,4
9351,107.8,209.62,53.99,30.5,106.19,17.45,3043.58,5
9352,109.2,202.59,54.72,31.03,91.24,20.25,2907.29,5
9353,116.75,190.5,53.78,32.01,103.06,20.85,2974.57,0
9354,98.53,214.63,57.9,32.89,50.26,20.85,3043.9,4
9355,96.84,206.4,58.65,27.68,77.08,20.23,3350.3,1
9356,100.53,193.16,54.94,33.29,134.93,17.08,3073.04,1
9357,90.73,183.88,40.5,28.04,117.25,22.95,3011.65,0
9358,81.34,186.71,55.68,32.45,52.4,21.01,2963.26,5
9359,102.53,210.16,47.87,28.34,59.44,19.57,2928.87,3
9360,113.26,202.37,45.37,24.21,139.36,22.21,3074.54,3
9361,93.69,185.01,45.52,30.87,66.62,22.04,3296.51,1
9362,106.96,204.39,52.5,34.09,89.46,23.58,3517.38,2
9363,109.72,202.22,49.35,30.83,128.72,22.26,2788.09,2
9364,102.22,207.84,51.81,29.51,75.85,22.0,3275.99,2
9365,99.24,206.95,42.18,30.91,113.93,18.92,2902.81,5
9366,97.04,181.21,42.18,34.76,94.8,16.76,2977.19,1
9367,109.49,201.74,57.15,29.37,101.6,20.76,3011.34,2
9368,87.48,199.36,47.69,31.51,109.1,20.66,3346.19,3
9369,101.38,204.44,50.86,33.49,95.38,22.54,3704.79,2
9370,88.8,207.28,57.23,25.78,85.24,20.47,3045.3,0
9371,99.89,204.79,41.47,31.34,124.65,22.77,3128.92,0
9372,97.05,188.11,47.9,29.91,91.32,19.28,3237.73,1
9373,95.74,212.54,49.22,30.78,70.52,19.08,2916.75,1
9374,101.11,217.15,46.16,35.29,73.58,20.63,3006.99,2
9375,113.84,217.39,44.96,29.61,67.59,19.38,3041.32,1
9376,92.67,182.09,54.22,31.04,116.76,21.15,3080.96,4
9377,102.51,212.02,48.73,29.0,52.58,15.76,3125.41,4
9378,97.18,210.56,52.85,25.9,130.31,21.07,2764.57,5
9379,92.56,216.31,64.82,32.13,138.13,20.88,3106.58,1
9380,102.65,183.67,54.23,35.27,95.01,21.59,2792.6,5
9381,124.86,182.06,41.4,26.95,102.35,18.27,3082.15,2
9382,115.06,202.92,51.4,32.82,114.21,19.74,3472.31,5
9383,105.07,201.77,48.79,27.62,135.55,18.92,2791.36,2
9384,100.46,206.02,49.1,33.8,95.61,21.71,2879.8,5
9385,104.33,200.15,40.6,23.08,50.5,19.62,3088.77,2
9386,93.26,197.69,44.6,29.76,105.08,18.74,2813.97,4
9387,97.51,209.62,43.58,32.66,52.1,20.49,3109.05,1
9388,99.22,210.32,52.48,30.21,128.11,19.16,3032.29,2
9389,104.72,183.27,58.9,30.54,106.22,18.53,3023.99,2
9390,92.59,217.73,55.23,32.26,133.01,19.63,3104.59,5
9391,100.42,215.36,49.66,24.38,74.37,17.79,2680.29,0
9392,108.0,200.15,43.66,31.07,73.74,17.87,3231.85,5
9393,116.31,205.44,43.21,27.62,82.42,23.01,3139.08,2
9394,96.05,218.27,47.17,34.05,95.28,18.13,2988.18,1
9395,89.52,210.06,44.85,33.09,137.1,20.06,2802.14,0
9396,100.71,197.94,55.58,24.43,113.42,23.0,2842.93,0
9397,95.12,183.38,50.98,27.84,50.66,17.64,2829.45,2
9398,114.3,185.35,49.33,35.23,84.32,18.55,2727.72,0
9399,104.93,199.78,55.63,33.59,77.34,21.72,2964.31,2
9400,103.85,208.29,57.37,31.92,55.17,18.49,3159.71,5
9401,100.21,215.38,47.89,31.74,52.47,18.34,3241.59,2
9402,101.72,182.77,53.95,32.97,136.57,22.02,2526.78,2
9403,106.66,215.37,54.67,31.61,66.49,18.16,3356.76,4
9404,97.84,190.26,52.48,31.63,86.13,17.94,3393.11,5
9405,110.62,212.04,46.9,29.46,114.03,23.32,2701.27,5
9406,94.33,208.71,50.57,25.75,142.71,16.98,2869.05,0
9407,111.69,217.82,59.14,27.04,77.94,20.99,3198.85,1
9408,113.25,192.03,55.86,35.78,128.61,20.42,2375.51,5
9409,94.86,201.83,52.29,30.81,139.05,20.73,2784.04,1
9410,92.0,201.07,48.05,30.87,84.76,19.91,3272.98,3
9411,91.82,181.62,49.42,25.72,85.25,23.42,2929.74,2
9412,106.01,213.42,52.65,33.51,120.17,20.76,3042.08,3
9413,110.93,207.84,53.3,29.57,113.02,20.61,2890.01,0
9414,103.57,181.58,51.0,29.03,112.86,16.26,2952.56,0
9415,90.17,180.89,46.97,30.47,98.89,16.05,3345.19,0
9416,107.78,183.37,51.04,31.99,136.23,20.76,3190.43,5
